image_name,component_type,component_id,area,residual_mean,residual_median,residual_q10,residual_q90,centroid_y,centroid_x
001242,gt_target,1,9,6.456293635898167,6.876192569732666,4.872124481201172,7.7623792648315435,28.0,200.0
001242,gt_target,2,9,5.597917821672228,6.061371326446533,3.9581235885620116,6.944220924377442,56.0,172.0
001242,gt_target,3,9,6.006882932451036,6.463446617126465,4.463736057281494,7.3158357620239265,233.0,33.0
001242,gt_target,4,9,5.916506449381511,6.375056266784668,4.330953598022461,7.194537544250489,243.0,172.0
001242,matched_target_prediction,1,9,6.456293635898167,6.876192569732666,4.872124481201172,7.7623792648315435,28.0,200.0
001242,matched_target_prediction,2,9,5.597917821672228,6.061371326446533,3.9581235885620116,6.944220924377442,56.0,172.0
001242,matched_target_prediction,3,9,6.006882932451036,6.463446617126465,4.463736057281494,7.3158357620239265,233.0,33.0
001242,matched_target_prediction,4,9,5.916506449381511,6.375056266784668,4.330953598022461,7.194537544250489,243.0,172.0
000813,gt_target,1,18,4.534871606984073,4.840759038925171,0.17557820230722432,9.442261600494385,2.0,21.5
000813,gt_target,2,18,8.475223461786905,9.395444869995117,5.425301885604858,11.624051666259765,121.77777777777777,132.5
000813,matched_target_prediction,1,17,5.389317984966671,5.270218849182129,0.8197486996650696,9.54292507171631,2.764705882352941,21.41176470588235
000813,matched_target_prediction,2,20,8.179761517047883,8.408441066741943,4.86604700088501,11.588034820556642,122.5,132.5
000493,gt_target,1,65,3.154033626959874,2.8894617557525635,1.4707603454589844,4.979836177825928,127.8923076923077,132.90769230769232
000493,gt_target,2,71,2.2907465724668032,2.0715720653533936,0.6463938355445862,4.13476037979126,141.7887323943662,33.33802816901409
000493,matched_target_prediction,1,59,3.2519772113379783,3.373969078063965,1.520389223098755,5.015893650054932,128.10169491525423,133.0
000493,matched_target_prediction,2,63,2.4922065090328926,2.197664737701416,1.0254339933395387,4.173158740997315,141.77777777777777,33.36507936507937
001053,gt_target,1,44,2.8024620159783145,3.0364476442337036,1.7828106999397277,3.5553807735443117,116.6590909090909,212.45454545454547
001053,matched_target_prediction,1,43,2.844853651038436,3.053971767425537,1.7931012630462646,3.562969493865967,116.65116279069767,212.2325581395349
000410,gt_target,1,13,2.8498467665452223,1.982439637184143,1.6475567817687988,4.778632545471192,30.23076923076923,186.76923076923077
000410,gt_target,2,11,5.035116542469371,4.704130172729492,3.3395535945892334,7.887034893035889,246.0,52.0
000410,matched_target_prediction,1,13,2.8498467665452223,1.982439637184143,1.6475567817687988,4.778632545471192,30.23076923076923,186.76923076923077
000410,matched_target_prediction,2,11,5.035116542469371,4.704130172729492,3.3395535945892334,7.887034893035889,246.0,52.0
000936,gt_target,1,34,3.575117521426257,3.618534207344055,2.9946273803710937,4.214646196365356,121.8529411764706,129.1764705882353
000936,matched_target_prediction,1,39,3.452840276253529,3.5303258895874023,2.584051418304443,4.178558921813965,121.7948717948718,129.07692307692307
000473,gt_target,1,52,5.1788543325204115,5.134916067123413,3.5592110633850096,6.689807081222534,187.51923076923077,13.653846153846153
000473,matched_target_prediction,1,57,5.115158122882509,5.103554725646973,3.4849149703979494,6.6175645828247065,187.56140350877192,13.368421052631579
000478,gt_target,1,69,3.021523682103641,2.9399242401123047,1.6963601827621462,4.473657608032227,114.59420289855072,11.202898550724637
000478,gt_target,2,70,2.8936832800507544,2.824074149131775,0.8591695189476014,5.116254091262817,127.61428571428571,132.47142857142856
000478,matched_target_prediction,1,72,2.980857523779074,2.8953089714050293,1.6162580490112306,4.441484022140503,114.65277777777777,11.027777777777779
000478,matched_target_prediction,2,71,2.9179506199040883,2.8130011558532715,1.2286163568496704,5.1141533851623535,127.26760563380282,132.69014084507043
000458,gt_target,1,69,3.769199925920238,3.35810923576355,2.338688087463379,5.6851503372192385,161.59420289855072,59.79710144927536
000458,matched_target_prediction,1,70,3.720549675822258,3.3529406785964966,2.1016698837280274,5.672052717208863,161.64285714285714,59.74285714285714
000709,gt_target,1,26,6.342831668945459,7.322699069976807,3.464603900909424,8.888296127319336,2.8461538461538463,205.19230769230768
000709,gt_target,2,26,2.643063408824114,2.912445068359375,0.8639261424541473,4.036392569541931,180.80769230769232,161.6153846153846
000709,matched_target_prediction,1,26,6.685271235612722,7.322699069976807,4.379004001617432,8.888296127319336,3.3461538461538463,205.19230769230768
000709,matched_target_prediction,2,24,2.765844793369373,3.073641061782837,1.0098519206047059,4.081070733070374,181.04166666666666,161.625
001307,gt_target,1,20,3.599867433309555,3.7785916328430176,2.0315794467926027,4.490752267837527,14.2,22.95
001307,matched_target_prediction,1,18,3.6120438045925565,3.88699209690094,1.9745846390724182,4.7991706371307385,14.38888888888889,22.72222222222222
000781,gt_target,1,14,2.349207282066345,2.0259464383125305,1.6531228423118591,3.335273814201355,95.21428571428571,68.0
000781,gt_target,2,14,5.925133900982993,5.415886878967285,3.088154911994934,9.458816146850586,154.92857142857142,101.85714285714286
000781,matched_target_prediction,1,20,2.219026339054108,2.020206570625305,1.191859781742096,3.2191478967666627,95.85,68.05
000781,matched_target_prediction,2,13,6.708310842514038,6.183994770050049,3.666782665252686,9.465768241882325,155.84615384615384,102.0
001023,gt_target,1,46,2.984857227491296,2.941862106323242,2.3328611850738525,3.738960385322571,79.3913043478261,214.5
001023,matched_target_prediction,1,46,2.984857227491296,2.941862106323242,2.3328611850738525,3.738960385322571,79.3913043478261,214.5
001004,gt_target,1,75,2.38722301547726,2.497957468032837,1.2370048761367798,3.397721576690674,156.73333333333332,101.49333333333334
001004,matched_target_prediction,1,75,2.3845762411753335,2.497957468032837,1.1834912538528441,3.397721576690674,156.66666666666666,101.48
000359,gt_target,1,5,8.735286617279053,7.210514068603516,6.84849328994751,12.112927627563478,62.0,173.0
000359,matched_target_prediction,1,5,8.735286617279053,7.210514068603516,6.84849328994751,12.112927627563478,62.0,173.0
000287,gt_target,1,72,1.2417623722511861,1.134673535823822,0.2839404582977295,2.4216296911239623,86.66666666666667,146.27777777777777
000287,matched_target_prediction,1,77,1.2553519751247648,1.1399805545806885,0.35558066964149476,2.418015384674072,86.41558441558442,146.23376623376623
000482,gt_target,1,80,3.2430357806384564,3.3104954957962036,1.7196967482566834,4.82525053024292,135.275,229.2875
000482,matched_target_prediction,1,82,3.2317883619448033,3.2807564735412598,1.7266619801521301,4.823670816421509,135.40243902439025,228.96341463414635
000941,gt_target,1,61,4.507032662141518,4.585824489593506,3.1677985191345215,5.948110580444336,238.327868852459,102.04918032786885
000941,matched_target_prediction,1,60,4.523235873381297,4.619579792022705,3.2639469385147097,5.949157571792602,238.31666666666666,101.9
000067,gt_target,1,9,4.8506894376542835,5.229034423828125,3.5871469497680666,5.95820598602295,37.0,95.0
000067,matched_target_prediction,1,9,4.8506894376542835,5.229034423828125,3.5871469497680666,5.95820598602295,37.0,95.0
000284,gt_target,1,80,2.2759375595953317,2.256700277328491,0.8676653444766999,3.9204838514328,113.275,220.7125
000284,matched_target_prediction,1,72,2.4373546812890305,2.2940250635147095,0.9316331028938294,3.9296641111373902,113.23611111111111,220.90277777777777
000447,gt_target,1,72,4.574889365790619,4.618650913238525,2.5485562324523925,6.872677993774414,131.66666666666666,132.72222222222223
000447,matched_target_prediction,1,72,4.559525146045619,4.618650913238525,2.505587434768677,6.872677993774414,131.625,132.70833333333334
000894,gt_target,1,63,5.832258398570712,5.955849647521973,3.8551967620849608,7.55571517944336,136.31746031746033,170.04761904761904
000894,matched_target_prediction,1,64,5.921196028590202,5.994752645492554,3.921973514556885,7.548596572875977,136.234375,169.921875
000163,gt_target,1,22,4.377767514098775,4.807585954666138,2.5464690923690796,6.009821462631226,22.681818181818183,184.36363636363637
000163,gt_target,2,22,5.205146339806643,5.954087257385254,3.15051531791687,7.248491144180299,67.5,175.36363636363637
000163,matched_target_prediction,1,22,4.435024223544381,4.807585954666138,2.9322817087173463,6.009821462631226,23.5,184.36363636363637
000163,matched_target_prediction,2,24,5.025560999910037,5.744812726974487,3.0703672409057616,7.126719999313354,68.20833333333333,175.29166666666666
000059,gt_target,1,9,6.617385387420654,6.963335990905762,4.893235301971435,8.201390647888184,45.0,147.0
000059,gt_target,2,9,6.880887667338054,7.286178112030029,5.230997943878174,8.344212913513184,81.0,209.0
000059,gt_target,3,9,7.3245104683770075,7.759769439697266,5.681413173675537,8.878177642822266,140.0,122.0
000059,gt_target,4,9,6.766446484459771,7.058019161224365,5.063399982452393,8.108247756958008,199.0,74.0
000059,matched_target_prediction,1,9,6.617385387420654,6.963335990905762,4.893235301971435,8.201390647888184,45.0,147.0
000059,matched_target_prediction,2,9,6.880887667338054,7.286178112030029,5.230997943878174,8.344212913513184,81.0,209.0
000059,matched_target_prediction,3,9,7.3245104683770075,7.759769439697266,5.681413173675537,8.878177642822266,140.0,122.0
000059,matched_target_prediction,4,9,6.766446484459771,7.058019161224365,5.063399982452393,8.108247756958008,199.0,74.0
001222,gt_target,1,9,7.278433269924587,7.855893611907959,5.417013263702392,8.819560050964355,92.0,118.0
001222,matched_target_prediction,1,9,7.278433269924587,7.855893611907959,5.417013263702392,8.819560050964355,92.0,118.0
000945,gt_target,1,39,5.302841657247299,5.568456172943115,4.182842063903808,6.129702758789063,189.43589743589743,142.64102564102564
000945,matched_target_prediction,1,38,5.338658891226116,5.593628168106079,4.363551235198974,6.140790987014771,189.42105263157896,142.81578947368422
000446,gt_target,1,58,5.017233301853311,5.286642789840698,2.5560182332992554,7.678592157363893,214.01724137931035,114.65517241379311
000446,matched_target_prediction,1,58,5.017233301853311,5.286642789840698,2.5560182332992554,7.678592157363893,214.01724137931035,114.65517241379311
000193,gt_target,1,28,3.9865897255284444,4.369425058364868,2.1993798494338987,5.405407667160034,64.64285714285714,110.14285714285714
000193,gt_target,2,28,4.283451825380325,4.45499587059021,2.5300260305404665,5.950689697265625,150.07142857142858,102.14285714285714
000193,matched_target_prediction,1,31,3.7707997214409614,4.121025562286377,2.029749631881714,5.3977508544921875,65.16129032258064,110.0
000193,matched_target_prediction,2,27,4.064973786473274,4.4541802406311035,1.8514441013336183,5.971307945251465,150.77777777777777,102.03703703703704
000746,gt_target,1,34,5.945249575025895,6.539733648300171,2.6265646457672123,8.800043487548828,26.941176470588236,42.911764705882355
000746,gt_target,2,34,3.2807883550139034,3.1117907762527466,1.5584101676940918,4.8929762840271,111.20588235294117,189.64705882352942
000746,matched_target_prediction,1,29,6.561574056230742,6.907374858856201,3.7182443141937256,8.86994800567627,27.862068965517242,43.241379310344826
000746,matched_target_prediction,2,38,3.2357774063160547,3.0696924924850464,1.6165122985839844,4.886847972869873,111.52631578947368,189.8421052631579
000733,gt_target,1,31,12.90835863544095,13.805862426757812,7.95329475402832,17.377622604370117,118.87096774193549,129.06451612903226
000733,gt_target,2,30,11.126675009727478,12.64904499053955,5.575568294525147,16.068269729614258,134.96666666666667,201.43333333333334
000733,matched_target_prediction,1,32,12.696107506752014,13.79451608657837,6.943879699707032,17.368265533447264,119.625,128.96875
000733,matched_target_prediction,2,29,11.514011218630035,13.037353515625,5.5518444061279295,16.071502685546875,135.82758620689654,201.3793103448276
000621,gt_target,1,14,4.209436279455466,4.368594646453857,0.38936286866664893,7.661474514007569,178.85714285714286,92.92857142857143
000621,gt_target,2,14,3.9596927080835616,4.069653511047363,2.2711524248123167,5.527038145065308,198.14285714285714,39.92857142857143
000621,matched_target_prediction,1,11,5.737515514547175,6.014082431793213,3.358466863632202,7.863851547241211,179.63636363636363,92.9090909090909
000621,matched_target_prediction,2,15,3.8639697472254437,4.021158218383789,2.3682886600494384,5.498737716674804,199.0,40.0
001131,gt_target,1,9,9.018294970194498,9.250664710998535,6.40986909866333,11.60290870666504,82.0,227.0
001131,gt_target,2,9,9.085723400115967,9.120439529418945,6.552366542816162,11.231034469604493,151.0,131.0
001131,gt_target,3,9,10.240386168162027,10.182063102722168,7.830669784545899,12.396510124206543,155.0,198.0
001131,gt_target,4,9,8.10796324412028,8.100335121154785,5.981151580810547,10.06103916168213,174.0,85.0
001131,matched_target_prediction,1,9,9.018294970194498,9.250664710998535,6.40986909866333,11.60290870666504,82.0,227.0
001131,matched_target_prediction,2,9,9.085723400115967,9.120439529418945,6.552366542816162,11.231034469604493,151.0,131.0
001131,matched_target_prediction,3,9,10.240386168162027,10.182063102722168,7.830669784545899,12.396510124206543,155.0,198.0
001131,matched_target_prediction,4,9,8.10796324412028,8.100335121154785,5.981151580810547,10.06103916168213,174.0,85.0
000085,gt_target,1,9,8.26221513748169,7.205702304840088,5.452280139923095,10.986043357849121,71.0,191.0
000085,matched_target_prediction,1,9,8.26221513748169,7.205702304840088,5.452280139923095,10.986043357849121,71.0,191.0
000064,gt_target,1,9,1.2288596762551203,1.0308337211608887,0.6440498113632203,2.096800994873047,3.0,55.0
000064,matched_target_prediction,1,9,1.2288596762551203,1.0308337211608887,0.6440498113632203,2.096800994873047,3.0,55.0
000312,gt_target,1,69,3.1296869689139766,3.0482254028320312,2.000576066970825,4.760910224914551,230.59420289855072,215.20289855072463
000312,matched_target_prediction,1,70,3.0974532195499966,3.048009753227234,1.9894299983978272,4.7595127582550045,230.6,215.25714285714287
000213,gt_target,1,31,14.939188726486698,16.325626373291016,8.541385650634766,20.142772674560547,101.83870967741936,9.225806451612904
000213,gt_target,2,32,13.292414136230946,14.064564228057861,6.696655654907227,19.189204216003418,192.75,112.875
000213,matched_target_prediction,1,30,15.177989959716797,16.56457805633545,8.525562381744384,20.15927028656006,102.5,9.2
000213,matched_target_prediction,2,32,13.327092744410038,14.064564228057861,6.978412675857544,19.189204216003418,193.5625,112.78125
001297,gt_target,1,80,5.916838458180427,6.4034905433654785,2.734428882598877,9.43328628540039,229.275,130.2875
001297,matched_target_prediction,1,82,5.810836749832805,6.038930177688599,2.2792786121368405,9.429077529907227,229.35365853658536,130.0609756097561
001039,gt_target,1,38,8.19354248046875,8.44783353805542,5.5114906311035154,10.048911476135254,204.6315789473684,90.84210526315789
001039,matched_target_prediction,1,36,8.349578923649258,8.670371532440186,5.842151403427124,10.049965858459473,204.58333333333334,91.11111111111111
000066,gt_target,1,9,2.6614109675089517,2.763296604156494,1.1939956426620484,4.08202133178711,5.0,59.0
000066,matched_target_prediction,1,9,2.6614109675089517,2.763296604156494,1.1939956426620484,4.08202133178711,5.0,59.0
000002,gt_target,1,9,5.187497165468004,5.095946311950684,3.961985731124878,6.2562658309936525,243.0,209.0
000002,matched_target_prediction,1,9,5.187497165468004,5.095946311950684,3.961985731124878,6.2562658309936525,243.0,209.0
000843,gt_target,1,20,8.069659483432769,9.009719371795654,4.738669967651367,11.178210067749024,61.0,150.5
000843,gt_target,2,20,10.483253693580627,11.661555767059326,5.529167652130127,14.478261470794678,224.65,147.55
000843,matched_target_prediction,1,21,7.820601440611339,8.710641860961914,4.7098188400268555,11.08683967590332,61.61904761904762,150.33333333333334
000843,matched_target_prediction,2,21,10.316406704130626,11.647241592407227,4.595745086669922,14.451111793518066,225.42857142857142,147.38095238095238
000659,gt_target,1,19,4.467461407184601,4.532172679901123,0.8768214225769043,7.962715148925781,172.89473684210526,15.842105263157896
000659,gt_target,2,19,3.738068053596898,4.2771196365356445,1.882694125175476,5.6977537155151365,198.89473684210526,151.57894736842104
000659,matched_target_prediction,1,18,5.385448684295018,5.44407057762146,1.4315439164638522,7.973471641540527,173.55555555555554,16.22222222222222
000659,matched_target_prediction,2,21,3.735929472105844,4.0350213050842285,1.9902243614196777,5.68884801864624,199.42857142857142,151.9047619047619
000298,gt_target,1,55,7.635308395732533,7.760871887207031,5.403872776031494,11.256184196472168,22.272727272727273,81.96363636363637
000298,gt_target,2,69,7.4116956807565,7.370540618896484,5.114222717285156,11.034708213806152,34.594202898550726,142.20289855072463
000298,matched_target_prediction,1,56,7.540695373501096,6.857051372528076,5.389684200286865,11.251574993133545,22.25,82.07142857142857
000298,matched_target_prediction,2,70,7.341682679312569,7.259033441543579,5.0896422386169435,11.034516429901123,34.6,142.25714285714287
000227,gt_target,1,35,2.4250679416315895,2.41302490234375,0.8562138080596925,3.8887110710144044,90.0,224.54285714285714
000227,gt_target,2,35,9.047180145127433,9.681666374206543,3.949367427825928,13.631349563598633,177.94285714285715,194.2
000227,matched_target_prediction,1,32,9.518980860710144,10.181941509246826,4.496176815032959,13.638330459594727,178.78125,193.96875
000951,gt_target,1,57,3.7591059469340142,3.7824738025665283,2.3864946842193606,5.235323619842529,15.929824561403509,207.08771929824562
000951,matched_target_prediction,1,58,3.7461837694562714,3.7693740129470825,2.4134469985961915,5.214329862594606,15.931034482758621,206.6551724137931
000299,gt_target,1,83,7.640590093222009,7.7588701248168945,4.79447717666626,10.946292304992676,210.89156626506025,246.83132530120483
000299,matched_target_prediction,1,83,7.657818136445011,7.7588701248168945,4.79447717666626,10.946292304992676,210.90361445783134,246.90361445783134
000937,gt_target,1,60,3.2086209401488306,3.622669219970703,0.9241733729839325,4.347464466094971,76.65,209.7
000937,matched_target_prediction,1,62,3.2601338879716013,3.597089409828186,1.5875169396400453,4.342859411239624,76.7741935483871,208.91935483870967
000547,gt_target,1,65,6.188885105573214,6.1938557624816895,3.7886312007904053,8.395263671875,230.8923076923077,247.90769230769232
000547,matched_target_prediction,1,65,6.188885105573214,6.1938557624816895,3.7886312007904053,8.395263671875,230.8923076923077,247.90769230769232
000948,gt_target,1,53,2.7170690815403775,2.6755762100219727,1.938699221611023,3.8519982337951664,177.03773584905662,204.81132075471697
000948,matched_target_prediction,1,55,2.663404427875172,2.5502123832702637,1.621175241470337,3.826063442230225,177.01818181818183,204.8
000859,gt_target,1,23,2.0515379620634993,2.2047221660614014,1.081928515434265,3.002328634262085,72.6086956521739,178.56521739130434
000859,gt_target,2,23,1.8678753997968591,2.0555336475372314,0.9729243993759156,2.4788991928100588,159.7391304347826,233.3913043478261
000859,matched_target_prediction,1,19,2.2852878947007027,2.3531858921051025,1.3538986682891845,3.0509715557098387,73.10526315789474,178.57894736842104
000859,matched_target_prediction,2,23,1.9234809875488281,2.0555336475372314,1.3210075855255128,2.4788991928100588,160.17391304347825,233.3913043478261
000058,gt_target,1,9,5.1674116187625465,5.3053998947143555,3.871029567718506,6.386630821228028,80.0,32.0
000058,matched_target_prediction,1,9,5.1674116187625465,5.3053998947143555,3.871029567718506,6.386630821228028,80.0,32.0
000422,gt_target,1,12,2.4793765246868134,2.320759654045105,1.9067089557647705,3.070499324798584,88.5,149.5
000422,matched_target_prediction,1,12,2.4793765246868134,2.320759654045105,1.9067089557647705,3.070499324798584,88.5,149.5
001140,gt_target,1,9,5.333668020036486,5.805780410766602,3.914266347885132,6.5190839767456055,124.0,40.0
001140,matched_target_prediction,1,9,5.333668020036486,5.805780410766602,3.914266347885132,6.5190839767456055,124.0,40.0
000873,gt_target,1,78,3.42529478821999,3.3994146585464478,2.3286031246185304,4.738054895401001,237.51282051282053,120.52564102564102
000873,matched_target_prediction,1,84,3.3482594851936613,3.343967914581299,2.0923379182815554,4.725282287597656,237.5,120.54761904761905
001249,gt_target,1,62,6.702633215535071,6.4827494621276855,4.215512275695801,10.225169563293457,100.98387096774194,137.38709677419354
001249,matched_target_prediction,1,62,6.702633215535071,6.4827494621276855,4.215512275695801,10.225169563293457,100.98387096774194,137.38709677419354
000822,gt_target,1,19,9.173545925240768,9.697931289672852,3.854686450958252,16.015617752075194,96.10526315789474,92.57894736842105
000822,gt_target,2,19,16.601334245581377,18.423818588256836,9.138814353942871,26.116379165649413,228.89473684210526,208.8421052631579
000822,matched_target_prediction,1,15,10.729159164428712,10.8153657913208,5.003617763519287,16.553641510009765,96.6,92.6
