image_name,component_type,component_id,centroid_y,centroid_x,area,compactness,bbox_fill_ratio,anisotropy,center_surround,radial_symmetry,dog_peakness,shape_score
000718,matched_target_prediction,2,245.96666666666667,162.26666666666668,30,0.5576791684513254,0.75,2.7876229076465813,2.607308946765567,0.9343163026676451,0.7813166195075948,2.9403717186852094
000968,gt_target,1,98.46938775510205,77.73469387755102,49,0.2111632921441825,0.5764705882352941,19.111944729769327,2.7083201475501766,0.9232585243510996,0.8086989186352984,2.2769903538140848
000968,matched_target_prediction,1,98.46938775510205,77.53061224489795,49,0.26725354159563625,0.6125,18.969683964753923,2.743637297390003,0.9422220699216547,0.8262567978833044,2.3881353055827232
001216,gt_target,1,164.0,130.0,9,0.7853981579432944,1.0,1.0,4.54963903039849,0.8907042796553037,1.1468127147843767,4.578976170362379
001216,matched_target_prediction,1,164.0,130.0,9,0.7853981579432944,1.0,1.0,4.54963903039849,0.8907042796553037,1.1468127147843767,4.578976170362379
000494,gt_target,1,29.20689655172414,96.0,58,0.21666156225213154,0.5178571428571429,4.245496420720354,2.1724882318118985,0.8724673736432637,0.4841163853793561,2.0232473157908406
000494,gt_target,2,160.59420289855072,46.79710144927536,69,0.2577525481965013,0.4928571428571429,2.8323349619347815,2.6184916398004505,0.8048697397663989,0.48811107795987757,2.303752131434949
000494,matched_target_prediction,1,29.10909090909091,96.12727272727273,55,0.20545492972184887,0.5612244897959183,4.668202033162094,2.258362163851939,0.9193931964164469,0.5111016221382474,2.0993795667317734
000494,matched_target_prediction,2,160.65822784810126,46.848101265822784,79,0.2951079899641102,0.5642857142857143,2.6783142550158736,2.609888165002207,0.8124674916365322,0.4696122220108444,2.375456648338113
001015,gt_target,1,173.76470588235293,182.33823529411765,68,0.1961692381956507,0.4857142857142857,10.990376800384995,4.668368545988604,0.8557977558378661,0.67030323647451,3.1767081421667176
001015,matched_target_prediction,1,173.76470588235293,182.5441176470588,68,0.23736477820529417,0.4857142857142857,10.035644840633287,4.644013890121993,0.8715438475434177,0.6629755938390666,3.2235671009136677
001186,gt_target,1,86.0,22.0,9,0.7853981579432944,1.0,1.0,9.745404799986217,0.8482713546986053,1.911915811252095,7.538194140911752
001186,gt_target,2,151.0,229.0,9,0.7853981579432944,1.0,1.0,9.458951498899195,0.8610605706162409,1.8480502242610006,7.369429304831511
001186,matched_target_prediction,1,86.0,22.0,9,0.7853981579432944,1.0,1.0,9.745404799986217,0.8482713546986053,1.911915811252095,7.538194140911752
001186,matched_target_prediction,2,151.0,229.0,9,0.7853981579432944,1.0,1.0,9.458951498899195,0.8610605706162409,1.8480502242610006,7.369429304831511
000197,gt_target,1,127.5,127.14285714285714,28,0.7269801166840428,0.9333333333333333,1.45833309270846,-0.3539224783981254,0.7346004363549743,-0.06077571291236046,1.2970037959517224
000197,gt_target,2,198.85714285714286,251.5,28,0.7269801166840428,0.9333333333333333,1.45833309270846,3.0407565330045143,0.7138870917520267,0.7015705527027793,3.3651597621591387
000197,matched_target_prediction,1,128.1,127.03333333333333,30,0.6544984683615914,0.8571428571428571,1.8000231015456432,-0.45412325356673033,0.7536438750357373,-0.07602460251813233,1.1066479815566896
000197,matched_target_prediction,2,199.75862068965517,251.44827586206895,29,0.6326818527495385,0.8055555555555556,1.3371006763513111,2.8477129790632207,0.7957757456353631,0.6457672403564847,3.136512073733922
000811,gt_target,1,127.29411764705883,126.70588235294117,17,0.6593466042739486,0.85,2.0087331037443423,3.8892158328409434,0.7108374261523001,0.7029792713337759,3.6312372354315667
000811,gt_target,2,138.0,139.23529411764707,17,0.534070749775088,0.8095238095238095,6.402587860364298,4.50404431422095,0.7642108596512698,0.8021726622358339,3.695541233318195
000811,matched_target_prediction,1,127.76923076923077,126.76923076923077,13,0.638136005267708,0.8125,1.9759987819535194,4.559614437975965,0.8352203895982957,0.867978167876078,4.073631405557096
000811,matched_target_prediction,2,138.5,139.375,16,0.41541720953373873,0.6666666666666666,7.741922434988836,4.757472148785989,0.9437247611986453,0.8475069266766952,3.716104956191514
000601,gt_target,1,17.017241379310345,248.6551724137931,58,0.31634092678667153,0.5918367346938775,4.246834025649396,4.706334809877793,0.9278622196219628,0.9538348041403569,3.689349145424724
000601,matched_target_prediction,1,17.017241379310345,248.6551724137931,58,0.31634092678667153,0.5918367346938775,4.246834025649396,4.706334809877793,0.9278622196219628,0.9538348041403569,3.689349145424724
001040,gt_target,1,128.9848484848485,45.68181818181818,66,0.2303834611992561,0.4125,13.927165829550805,4.432504920017285,0.8907296926513237,0.7859862320353019,3.096167687192997
001040,matched_target_prediction,1,129.0,45.935483870967744,62,0.24844227609752118,0.40789473684210525,13.289617577497555,4.545237454866571,0.8814085767443478,0.8252192883070932,3.190274839911975
000735,gt_target,1,186.4516129032258,130.41935483870967,31,0.6763150839736445,0.8611111111111112,1.1231883539107026,2.9193351386009807,0.7682429895617041,0.6078564212001346,3.2371622063756487
000735,matched_target_prediction,1,187.27586206896552,130.41379310344828,29,0.6326818527495385,0.8055555555555556,1.1643984759339763,2.86109943605875,0.7348267059808601,0.6257468883616564,3.123465452127471
001029,gt_target,1,128.76923076923077,128.82051282051282,78,0.1389139608533307,0.2932330827067669,4.197892529155473,7.983580828262796,0.8475372483465251,1.256626209721951,5.114215252284792
001029,matched_target_prediction,1,128.92207792207793,129.0,77,0.13713301263726235,0.3117408906882591,4.400961153288135,7.979594053241605,0.8632589989330308,1.2575683594633633,5.120940719650701
000623,gt_target,1,178.0,21.0,15,0.7363107753088938,1.0,2.9999972000039206,2.7544780878084048,0.69451525133216,0.8455125194370726,3.2187720012973653
000623,matched_target_prediction,1,178.35294117647058,20.941176470588236,17,0.6593466042739486,0.9444444444444444,4.289949980131212,2.549393467171714,0.7013974395486158,0.7679253487765074,2.9224856932602576
000436,gt_target,1,71.06896551724138,51.37931034482759,58,0.2499483866196446,0.5918367346938775,6.296763611118539,4.2077083759530804,0.9697536199386669,0.7777311529635226,3.247457960062048
000436,matched_target_prediction,1,71.03508771929825,51.43859649122807,57,0.24563893167792658,0.5816326530612245,6.404790110821216,4.261687451772977,0.9675665947368357,0.7973572969370636,3.2712040051476543
001242,gt_target,1,28.0,200.0,9,0.7853981579432944,1.0,1.0,5.739821386523545,0.8441429626210697,1.780771322231086,5.467765993631145
001242,gt_target,2,56.0,172.0,9,0.7853981579432944,1.0,1.0,4.697388692552017,0.8634001237712267,1.401087480353792,4.766336306281812
001242,gt_target,3,233.0,33.0,9,0.7853981579432944,1.0,1.0,5.497279942992868,0.8547416781199231,1.6943085590065285,5.3085632480029545
001242,gt_target,4,243.0,172.0,9,0.7853981579432944,1.0,1.0,5.313749901639919,0.866122303361034,1.6128339257701423,5.181751223328842
001242,matched_target_prediction,1,28.0,200.0,9,0.7853981579432944,1.0,1.0,5.739821386523545,0.8441429626210697,1.780771322231086,5.467765993631145
001242,matched_target_prediction,2,56.0,172.0,9,0.7853981579432944,1.0,1.0,4.697388692552017,0.8634001237712267,1.401087480353792,4.766336306281812
001242,matched_target_prediction,3,233.0,33.0,9,0.7853981579432944,1.0,1.0,5.497279942992868,0.8547416781199231,1.6943085590065285,5.3085632480029545
001242,matched_target_prediction,4,243.0,172.0,9,0.7853981579432944,1.0,1.0,5.313749901639919,0.866122303361034,1.6128339257701423,5.181751223328842
000813,gt_target,1,2.0,21.5,18,0.6981316986430044,1.0,4.374995218756774,-0.13481166430118652,0.19683916641936183,-0.003466460940539956,1.0060264051888141
000813,gt_target,2,121.77777777777777,132.5,18,0.6981316986430044,0.9,1.5176147469102639,7.530580387724977,0.7738404969404018,1.2908468758640546,5.88319460038035
000813,matched_target_prediction,1,2.764705882352941,21.41176470588235,17,0.534070749775088,0.7083333333333334,3.3040471175536585,1.0651813400261867,0.6658455773331956,0.11808627882881055,1.633521797088175
000813,matched_target_prediction,2,122.5,132.5,20,0.6283185291471624,0.8333333333333334,2.142856108844473,7.3721614247934975,0.8038727537438684,1.2228475510423567,5.630105125177559
000493,gt_target,1,127.8923076923077,132.90769230769232,65,0.35452000415747664,0.6190476190476191,6.191629648642369,2.2342725268630477,0.8202373955034353,0.4894347382683447,2.162536395513766
000493,gt_target,2,141.7887323943662,33.33802816901409,71,0.26522363655002307,0.4930555555555556,4.258449662472409,1.4543765195338016,0.829661418982943,0.325825693157977,1.5993474554082672
000493,matched_target_prediction,1,128.10169491525423,133.0,59,0.2965663463802499,0.5619047619047619,5.393106430884429,2.3013298984936825,0.7782062913743777,0.5157230123020874,2.122380095742833
000493,matched_target_prediction,2,141.77777777777777,33.36507936507937,63,0.235339283135936,0.4375,3.6150226157903083,1.659308155849394,0.8348897237174023,0.377536272086721,1.6971916422094853
001053,gt_target,1,116.6590909090909,212.45454545454547,44,0.22116812272425418,0.55,45.47862405231549,2.017648626699529,0.8547146935306005,0.7100853116832077,1.714806076503252
001053,matched_target_prediction,1,116.65116279069767,212.2325581395349,43,0.2345286181349461,0.5657894736842105,42.616505435865925,2.0394007985074736,0.8498613180627594,0.7294258394788783,1.7639310885343813
000410,gt_target,1,30.23076923076923,186.76923076923077,13,0.5042062267977254,0.65,2.1386012656530027,2.4540084944082756,0.9832402749334457,0.7940956658775602,2.8308556442342585
000410,gt_target,2,246.0,52.0,11,0.5399612352265221,0.7333333333333333,2.3333311111148145,4.226938095637214,0.8918384284859295,1.373084282848815,4.02546376917806
000410,matched_target_prediction,1,30.23076923076923,186.76923076923077,13,0.5042062267977254,0.65,2.1386012656530027,2.4540084944082756,0.9832402749334457,0.7940956658775602,2.8308556442342585
000410,matched_target_prediction,2,246.0,52.0,11,0.5399612352265221,0.7333333333333333,2.3333311111148145,4.226938095637214,0.8918384284859295,1.373084282848815,4.02546376917806
000936,gt_target,1,121.8529411764706,129.1764705882353,34,0.14652146801841237,0.425,53.38067379798248,2.9102949043552893,0.9306122206728098,0.6443593797766592,2.005037405436184
000936,matched_target_prediction,1,121.7948717948718,129.07692307692307,39,0.1680687427270024,0.4875,52.76268277432092,2.8464209634656252,0.9274155907111309,0.6153567896623695,2.0115447883668987
000473,gt_target,1,187.51923076923077,13.653846153846153,52,0.19424829719156622,0.49523809523809526,6.400140667921663,2.8370295798906313,0.8889325217888361,0.65539586378352,2.3540983321190807
000473,matched_target_prediction,1,187.56140350877192,13.368421052631579,57,0.21292601807537062,0.5428571428571428,6.661693306618134,2.8183209590003857,0.9006340730292848,0.6391932273576687,2.37897266382574
000478,gt_target,1,114.59420289855072,11.202898550724637,69,0.2577525481965013,0.4928571428571429,2.832334961934781,2.2724073653360763,0.8222510228125667,0.4180445520835143,2.1043673727876637
000478,gt_target,2,127.61428571428571,132.47142857142856,70,0.3016618459202607,0.5833333333333334,3.547962490050167,1.9124160186646297,0.7400375197895249,0.3429560930338044,1.9010773044930676
000478,matched_target_prediction,1,114.65277777777777,11.027777777777779,72,0.25132741221737026,0.48,2.8151210776279236,2.253446678376446,0.844035546275315,0.4050986736122895,2.087367070510783
000478,matched_target_prediction,2,127.26760563380282,132.69014084507043,71,0.2845064774665162,0.6339285714285714,5.50292390689865,2.052553276750185,0.8110103480494746,0.3855211630023019,1.9702212215195338
000458,gt_target,1,161.59420289855072,59.79710144927536,69,0.2577525481965013,0.4928571428571429,2.8323349619347815,2.9839291035742215,0.8854654372934774,0.35137212210477137,2.4583992341578207
000458,matched_target_prediction,1,161.64285714285714,59.74285714285714,70,0.2614880923732622,0.5,2.806437791244081,2.9301524121129963,0.8769540429024937,0.34406725176696584,2.4322875473847443
000709,gt_target,1,2.8461538461538463,205.19230769230768,26,0.6750529654923255,0.8666666666666667,1.6513858596301514,4.839734370122469,0.7872315583620579,1.0832104817408805,4.388232276392058
000709,gt_target,2,180.80769230769232,161.6153846153846,26,0.6750529654923255,0.9285714285714286,3.389230877276305,1.547898681002752,0.7316993396877148,0.3395347757528003,2.2658146256309135
000709,matched_target_prediction,1,3.3461538461538463,205.19230769230768,26,0.5672320059133793,0.7222222222222222,1.6587099919732626,5.430186552029337,0.9047211914331287,1.2290529351794774,4.634417428296919
000709,matched_target_prediction,2,181.04166666666666,161.625,24,0.6231258143006081,0.8571428571428571,3.3223039341338687,1.6633987538151298,0.6894554743419408,0.3768934944918663,2.236472329449008
001307,gt_target,1,14.2,22.95,20,0.3205706785288428,0.47619047619047616,1.9090675587857344,2.465372892987469,0.892495370671688,0.6340069769343982,2.457611296860156
001307,matched_target_prediction,1,14.38888888888889,22.72222222222222,18,0.2513274120079308,0.42857142857142855,1.887754383978386,2.4529594939337667,0.7762132969513661,0.5929443066121969,2.2813634801380105
000781,gt_target,1,95.21428571428571,68.0,14,0.4398229704030136,0.5833333333333334,1.6473209026231956,1.8804309549147245,0.7013393347332835,0.3803934017577965,2.137698941835988
000781,gt_target,2,154.92857142857142,101.85714285714286,14,0.6872233902883009,0.9333333333333333,3.000634734665998,5.046576428260388,0.528825987146105,1.0893477792685846,4.321441577615917
000781,matched_target_prediction,1,95.85,68.05,20,0.5192715119171735,0.7142857142857143,3.378741234754178,1.855043018962412,0.8292596038315331,0.35274617872858127,2.21231328616463
000781,matched_target_prediction,2,155.84615384615384,102.0,13,0.638136005267708,0.8666666666666667,2.859997098404526,5.856929060947594,0.7978756081242206,1.2641032147724849,4.873300188980084
001023,gt_target,1,79.3913043478261,214.5,46,0.21377701481018674,0.46,47.14142686484368,2.4156295580179092,0.9092446750318768,0.7032105835218262,1.879846598238836
001023,matched_target_prediction,1,79.3913043478261,214.5,46,0.21377701481018674,0.46,47.14142686484368,2.4156295580179092,0.9092446750318768,0.7032105835218262,1.879846598238836
001004,gt_target,1,156.73333333333332,101.49333333333334,75,0.21636313036285001,0.46875,13.604159557870746,1.5542451196432943,0.7688495024890142,0.36314320997436583,1.40230070704275
001004,matched_target_prediction,1,156.66666666666666,101.48,75,0.24518152857225714,0.46875,13.37969488267235,1.5469405719210692,0.7522717609755987,0.3563189453368318,1.4182614301208405
000359,gt_target,1,62.0,173.0,5,0.4363323099684969,0.5555555555555556,1.0,7.989627497984718,0.8368383452317723,2.223370887885474,6.239028453297257
000359,matched_target_prediction,1,62.0,173.0,5,0.4363323099684969,0.5555555555555556,1.0,7.989627497984718,0.8368383452317723,2.223370887885474,6.239028453297257
000287,gt_target,1,86.66666666666667,146.27777777777777,72,0.16522620235000623,0.42857142857142855,1.6002964365396133,-0.6074799565417641,0.8381965036919564,-0.14697146352827392,0.35085612570836444
000287,matched_target_prediction,1,86.41558441558442,146.23376623376623,77,0.1866532671911657,0.4583333333333333,1.545690593796913,-0.6032073157225173,0.8984426941902287,-0.1424125250155599,0.4269107410702949
000482,gt_target,1,135.275,229.2875,80,0.19392547240640592,0.4444444444444444,1.8807192287908485,2.4182447975174792,0.8640967654320528,0.44451477650787874,2.18482772352929
000482,matched_target_prediction,1,135.40243902439025,228.96341463414635,82,0.18817428600972932,0.45555555555555555,2.02317627728139,2.3911440817348777,0.8722517124826226,0.4339787126390855,2.1589390135718634
000941,gt_target,1,238.327868852459,102.04918032786885,61,0.2444351426120773,0.61,25.764517367981917,3.604421661458191,0.8987125511802347,0.970640457929892,2.7989727404673905
000941,matched_target_prediction,1,238.31666666666666,101.9,60,0.2585672965030806,0.6,30.261665266884926,3.5923827935457355,0.8882552172223943,0.9832755533965845,2.77904181776565
000067,gt_target,1,37.0,95.0,9,0.7853981579432944,1.0,1.0,4.347653664325157,0.8658419927276386,1.0249591806069636,4.4046255767731735
000067,matched_target_prediction,1,37.0,95.0,9,0.7853981579432944,1.0,1.0,4.347653664325157,0.8658419927276386,1.0249591806069636,4.4046255767731735
000284,gt_target,1,113.275,220.7125,80,0.19392547240640592,0.4444444444444444,1.880719228790848,1.342332206737312,0.8450279957738244,0.21942257581230806,1.5247909429623068
000284,matched_target_prediction,1,113.23611111111111,220.90277777777777,72,0.18464871103045136,0.4,2.154773722307921,1.5173202293505097,0.8283396999750077,0.24949258909367314,1.567072112721026
000447,gt_target,1,131.66666666666666,132.72222222222223,72,0.16522620235000623,0.42857142857142855,1.6002964365396133,3.6017783282540377,0.8365691623867029,0.7218151552002466,2.889064906817899
000447,matched_target_prediction,1,131.625,132.70833333333334,72,0.16522620235000623,0.42857142857142855,1.5321220993234097,3.5838992001420147,0.8408639802728075,0.7106902636910004,2.883240573572655
000894,gt_target,1,136.31746031746033,170.04761904761904,63,0.14457292705625546,0.525,17.8457747072623,4.570655558357126,0.8447097334237401,0.8759722746613602,3.1204766949082563
000894,matched_target_prediction,1,136.234375,169.921875,64,0.2092215710483261,0.5333333333333333,21.783974739078733,4.7025651244475055,0.866296254000184,0.9094912807388525,3.2528883779439877
000163,gt_target,1,22.681818181818183,184.36363636363637,22,0.6911503820618785,0.9166666666666666,2.5883992212830984,3.8759942905413816,0.8689473738347134,1.0565930220848703,3.907595115122868
000163,gt_target,2,67.5,175.36363636363637,22,0.6911503820618785,0.9166666666666666,2.291665585598732,4.599621998453971,0.8033685760087413,1.2481870062350053,4.350680673272219
000163,matched_target_prediction,1,23.5,184.36363636363637,22,0.6911503820618785,0.9166666666666666,2.291665585598732,3.9524685524489596,0.845495220791405,1.0682915252562621,3.958219532171673
000163,matched_target_prediction,2,68.20833333333333,175.29166666666666,24,0.6231258143006081,0.8571428571428571,3.0521592650368143,4.492225258291572,0.800295974627536,1.1847972466246044,4.122979088260897
000059,gt_target,1,45.0,147.0,9,0.7853981579432944,1.0,1.0,6.056279414579169,0.8289513950261259,1.4775175690895224,5.4667723472907035
000059,gt_target,2,81.0,209.0,9,0.7853981579432944,1.0,1.0,6.3292787093701515,0.8619172155114136,1.5606513616169275,5.661321801192541
000059,gt_target,3,140.0,122.0,9,0.7853981579432944,1.0,1.0,6.455627356371325,0.8904548569014764,1.6040107924194609,5.760444660789425
000059,gt_target,4,199.0,74.0,9,0.7853981579432944,1.0,1.0,6.082199948788103,0.8380563808557022,1.4886985314454135,5.489875588487903
000059,matched_target_prediction,1,45.0,147.0,9,0.7853981579432944,1.0,1.0,6.056279414579169,0.8289513950261259,1.4775175690895224,5.4667723472907035
000059,matched_target_prediction,2,81.0,209.0,9,0.7853981579432944,1.0,1.0,6.3292787093701515,0.8619172155114136,1.5606513616169275,5.661321801192541
000059,matched_target_prediction,3,140.0,122.0,9,0.7853981579432944,1.0,1.0,6.455627356371325,0.8904548569014764,1.6040107924194609,5.760444660789425
000059,matched_target_prediction,4,199.0,74.0,9,0.7853981579432944,1.0,1.0,6.082199948788103,0.8380563808557022,1.4886985314454135,5.489875588487903
001222,gt_target,1,92.0,118.0,9,0.7853981579432944,1.0,1.0,6.750973729992337,0.8612633090279267,1.221906602760478,5.702469978833665
001222,matched_target_prediction,1,92.0,118.0,9,0.7853981579432944,1.0,1.0,6.750973729992337,0.8612633090279267,1.221906602760478,5.702469978833665
000945,gt_target,1,189.43589743589743,142.64102564102564,39,0.2316108004387509,0.43333333333333335,33.02891487284885,3.496998832902808,0.9668210698433691,0.9900163088529471,2.6505880649917426
000945,matched_target_prediction,1,189.42105263157896,142.81578947368422,38,0.22567206196596243,0.4222222222222222,32.74423372445932,3.5149122299023614,0.9592565495900861,0.998731272814894,2.649924167666186
000446,gt_target,1,214.01724137931035,114.65517241379311,58,0.31634092678667153,0.5918367346938775,4.246834025649396,4.132143471799157,0.9345220696456793,0.7057730870024385,3.281552542828305
000446,matched_target_prediction,1,214.01724137931035,114.65517241379311,58,0.31634092678667153,0.5918367346938775,4.246834025649396,4.132143471799157,0.9345220696456793,0.7057730870024385,3.281552542828305
000193,gt_target,1,64.64285714285714,110.14285714285714,28,0.7269801166840428,0.9333333333333333,1.653538531973365,3.220312200977104,0.8818991071967219,0.6371243365150521,3.48787697222793
000193,gt_target,2,150.07142857142858,102.14285714285714,28,0.6108652371374854,0.8,1.7564424005898793,3.1711766035252906,0.8421921182246097,0.6334281682432918,3.249770122128555
000193,matched_target_prediction,1,65.16129032258064,110.0,31,0.6763150839736445,0.8857142857142857,2.1063434903910125,3.0430345693480763,0.7931998564056345,0.5798019256047324,3.215447377320601
000193,matched_target_prediction,2,150.77777777777777,102.03703703703704,27,0.7010165410881841,0.9,1.3299411151328562,2.8840968490295182,0.755537169348971,0.5871061118098073,3.2216164061447334
000746,gt_target,1,26.941176470588236,42.911764705882355,34,0.7417649308098038,0.9714285714285714,2.0110190714346188,5.111427856048199,0.7098317864024868,1.4636118929379054,4.7651187450728925
000746,gt_target,2,111.20588235294117,189.64705882352942,34,0.29588407243236,0.4857142857142857,32.61778027810481,2.4250198939665424,0.7267381232281296,0.7949616756029682,1.989372429638925
000746,matched_target_prediction,1,27.862068965517242,43.241379310344826,29,0.6326818527495385,0.8285714285714286,1.8491917627795817,5.610659094125634,0.8794379012707573,1.6985734914396107,5.049090511656627
000746,matched_target_prediction,2,111.52631578947368,189.8421052631579,38,0.2707041287272927,0.5066666666666667,28.626893843467048,2.4646853110045845,0.7489490135126864,0.7807269691901981,2.0180661158909063
000733,gt_target,1,118.87096774193549,129.06451612903226,31,0.5762684740663696,0.7380952380952381,1.6582770311982051,11.398160891920742,0.8421900794591635,1.7980474470385113,7.888648432773722
000733,gt_target,2,134.96666666666667,201.43333333333334,30,0.6544984683615914,0.8571428571428571,1.8898076430781257,9.998676233275749,0.7250087318640888,1.61324930475191,7.156065774717463
000733,matched_target_prediction,1,119.625,128.96875,32,0.5129130856461485,0.6666666666666666,1.4785783799426244,11.25174502612402,0.7970405266134322,1.7456248392798732,7.684789454179822
000733,matched_target_prediction,2,135.82758620689654,201.3793103448276,29,0.6326818527495385,0.8285714285714286,1.677679445498787,10.385843499101542,0.8377221797176518,1.6967047371540447,7.4294910416032724
000621,gt_target,1,178.85714285714286,92.92857142857143,14,0.6872233902883009,0.9333333333333333,3.0006347346659985,1.1848131220876463,0.3548305812209649,0.3758462613487315,1.9468114626070498
000621,gt_target,2,198.14285714285714,39.92857142857143,14,0.6872233902883009,0.9333333333333333,3.0006347346659976,3.3256421979250654,0.7561087515175875,0.8873444644943758,3.473614187246893
000621,matched_target_prediction,1,179.63636363636363,92.9090909090909,11,0.7052554900647724,0.9166666666666666,2.007597407737726,2.8860048887130993,0.7004570528102518,0.7586998723925924,3.231628927220079
000621,matched_target_prediction,2,199.0,40.0,15,0.7363107753088938,1.0,2.9999972000039206,3.1962139261265596,0.7252473066964409,0.8215721219550525,3.4430357493975734
