image_name,component_type,component_id,centroid_y,centroid_x,area,confidence_mass,peak_prob,prob_mean,compactness,bbox_fill_ratio,anisotropy,center_surround,radial_symmetry,dog_peakness,shape_score
001024,gt_target,1,43.170212765957444,130.85106382978722,47,43.23903739405796,0.999953031539917,0.9199795190225097,0.18833527381586285,0.39166666666666666,32.753008960446365,1.5322916716202821,0.7999454797366727,0.44224464756415305,1.2480602814323936
001024,matched_target_prediction,1,43.04545454545455,130.36363636363637,44,43.15526843070984,0.999953031539917,0.9808015552434054,0.22116812272425418,0.4631578947368421,36.23811600838826,1.4058627843499745,0.8411738208300688,0.4214738912305784,1.2484855943029967
001285,gt_target,1,130.47619047619048,38.857142857142854,21,18.902252572075668,0.9999988079071045,0.9001072653369365,0.2932153140092526,0.5,1.7223769142067547,2.05059266017428,0.8585234213379359,0.5527727973767211,2.1926039638975796
001285,matched_target_prediction,1,130.22727272727272,38.90909090909091,22,21.718756020069122,0.9999988079071045,0.9872161827304147,0.35262774638172706,0.5238095238095238,1.6235771476115288,2.044716708465542,0.7356474809412535,0.5573399849997462,2.2106898208774113
000649,gt_target,1,51.666666666666664,102.5,18,16.26212491467595,0.999962329864502,0.903451384148664,0.4673443607254561,0.6,1.1406249252930085,2.566185281786982,0.7307631436271955,0.8898430302629746,2.8410036447202054
000649,gt_target,2,96.94117647058823,118.23529411764706,17,15.46148757879564,0.999897837638855,0.9094992693409201,0.6593466042739486,0.85,1.8506925550990663,2.28375162055162,0.8139031075154882,0.8133569509690766,2.947518455320318
000649,matched_target_prediction,1,52.208333333333336,102.79166666666667,24,23.0933278799057,0.999962329864502,0.9622219949960709,0.4461433347610604,0.5714285714285714,1.434249014777767,2.493174650808469,0.8694892064159236,0.8256398051404863,2.7719132450216
000649,matched_target_prediction,2,97.27777777777777,118.38888888888889,18,17.264713764190674,0.999897837638855,0.9591507646772597,0.5654866762324461,0.75,2.093083556658255,2.3448847096571828,0.9258037616775606,0.8379144657482068,2.883992390080159
000282,gt_target,1,248.06896551724137,83.37931034482759,58,56.71758618950844,0.9999995231628418,0.9778894170604903,0.2499483866196446,0.5918367346938775,6.296763611118539,1.145627429185014,0.8574615002717745,0.32424659279589313,1.4335291467607538
000282,matched_target_prediction,1,248.03389830508473,83.22033898305085,59,57.845074355602264,0.9999995231628418,0.9804249890780045,0.2542578415613626,0.5619047619047619,7.302821910219568,1.224153931292998,0.8589871668517398,0.3230082011275428,1.4400457466746024
000037,gt_target,1,122.0,122.0,9,8.99750530719757,0.9999939203262329,0.9997228119108412,0.7853981579432944,1.0,1.0,4.572762637192176,0.8572198617844466,1.2120214656029795,4.606400140233096
000037,matched_target_prediction,1,122.0,122.0,9,8.99750530719757,0.9999939203262329,0.9997228119108412,0.7853981579432944,1.0,1.0,4.572762637192176,0.8572198617844466,1.2120214656029795,4.606400140233096
001150,gt_target,1,88.0,89.0,9,8.994681477546692,0.9999951124191284,0.9994090530607436,0.7853981579432944,1.0,1.0,8.493827396357018,0.8508547722372184,1.4923550308985023,6.703916757689663
001150,matched_target_prediction,1,88.0,89.0,9,8.994681477546692,0.9999951124191284,0.9994090530607436,0.7853981579432944,1.0,1.0,8.493827396357018,0.8508547722372184,1.4923550308985023,6.703916757689663
001124,gt_target,1,97.0,200.0,9,8.998693108558655,0.9999943971633911,0.9998547898398505,0.7853981579432944,1.0,1.0,6.587135114862273,0.871871720822208,1.329535840019906,5.679669495795488
001124,matched_target_prediction,1,97.0,200.0,9,8.998693108558655,0.9999943971633911,0.9998547898398505,0.7853981579432944,1.0,1.0,6.587135114862273,0.871871720822208,1.329535840019906,5.679669495795488
001185,gt_target,1,124.0,168.0,9,8.997840404510498,0.9999858140945435,0.9997600449456109,0.7853981579432944,1.0,1.0,8.51377516948398,0.8687079425107611,1.6317276484328844,6.792503538157106
001185,gt_target,2,166.0,194.0,9,8.99888527393341,0.9999923706054688,0.9998761415481567,0.7853981579432944,1.0,1.0,8.28267557784501,0.8740791081163779,1.575320644860761,6.651435823354369
001185,matched_target_prediction,1,124.0,168.0,9,8.997840404510498,0.9999858140945435,0.9997600449456109,0.7853981579432944,1.0,1.0,8.51377516948398,0.8687079425107611,1.6317276484328844,6.792503538157106
001185,matched_target_prediction,2,166.0,194.0,9,8.99888527393341,0.9999923706054688,0.9998761415481567,0.7853981579432944,1.0,1.0,8.28267557784501,0.8740791081163779,1.575320644860761,6.651435823354369
000718,gt_target,1,21.071428571428573,47.142857142857146,28,24.80993369376127,0.9999327659606934,0.8860690604914739,0.6108652371374854,0.8,1.7564424005898793,2.449038061904647,0.7469249227259187,0.7796718314328224,2.9141890851636534
000718,gt_target,2,245.21428571428572,162.17857142857142,28,25.808772780001163,0.9999943971633911,0.9217418850000415,0.6108652371374854,0.8,2.16704196382457,2.6968317097459464,0.8274428009273528,0.8345953859312142,3.074295722343762
000718,matched_target_prediction,1,21.714285714285715,47.214285714285715,28,27.104487717151642,0.9999327659606934,0.9680174184697015,0.6108652371374854,0.8,1.5719734260790568,2.6439816265775966,0.7839316451128193,0.8210841760679198,3.067514192616513
000718,matched_target_prediction,2,245.96666666666667,162.26666666666668,30,29.786603033542633,0.9999943971633911,0.9928867677847545,0.5576791684513254,0.75,2.7876229076465813,2.607308946765567,0.9343163026676451,0.7813166195075948,2.9403717186852094
000968,gt_target,1,98.46938775510205,77.73469387755102,49,47.12423354387283,0.9999394416809082,0.9617190519157721,0.2111632921441825,0.5764705882352941,19.111944729769327,2.7083201475501766,0.9232585243510996,0.8086989186352984,2.2769903538140848
000968,matched_target_prediction,1,98.46938775510205,77.53061224489795,49,48.47568070888519,0.9999394416809082,0.9892996063037794,0.26725354159563625,0.6125,18.969683964753923,2.743637297390003,0.9422220699216547,0.8262567978833044,2.3881353055827232
001216,gt_target,1,164.0,130.0,9,8.99819153547287,0.9999921321868896,0.9997990594969856,0.7853981579432944,1.0,1.0,4.54963903039849,0.8907042796553037,1.1468127147843767,4.578976170362379
001216,matched_target_prediction,1,164.0,130.0,9,8.99819153547287,0.9999921321868896,0.9997990594969856,0.7853981579432944,1.0,1.0,4.54963903039849,0.8907042796553037,1.1468127147843767,4.578976170362379
000494,gt_target,1,29.20689655172414,96.0,58,53.930704139289446,0.9999868869781494,0.9298397265394732,0.21666156225213154,0.5178571428571429,4.245496420720354,2.1724882318118985,0.8724673736432637,0.4841163853793561,2.0232473157908406
000494,gt_target,2,160.59420289855072,46.79710144927536,69,68.77504473924637,0.9999998807907104,0.9967397788296575,0.2577525481965013,0.4928571428571429,2.8323349619347815,2.6184916398004505,0.8048697397663989,0.48811107795987757,2.303752131434949
000494,matched_target_prediction,1,29.10909090909091,96.12727272727273,55,53.54489189386368,0.9999868869781494,0.9735434889793396,0.20545492972184887,0.5612244897959183,4.668202033162094,2.258362163851939,0.9193931964164469,0.5111016221382474,2.0993795667317734
000494,matched_target_prediction,2,160.65822784810126,46.848101265822784,79,78.63367158174515,0.9999998807907104,0.9953629314144955,0.2951079899641102,0.5642857142857143,2.6783142550158736,2.609888165002207,0.8124674916365322,0.4696122220108444,2.375456648338113
001015,gt_target,1,173.76470588235293,182.33823529411765,68,64.9753656424582,0.9999165534973145,0.9555200829773265,0.1961692381956507,0.4857142857142857,10.990376800384995,4.668368545988604,0.8557977558378661,0.67030323647451,3.1767081421667176
001015,matched_target_prediction,1,173.76470588235293,182.5441176470588,68,67.08506119251251,0.9999165534973145,0.9865450175369487,0.23736477820529417,0.4857142857142857,10.035644840633287,4.644013890121993,0.8715438475434177,0.6629755938390666,3.2235671009136677
001186,gt_target,1,86.0,22.0,9,8.993054509162903,0.9999961853027344,0.999228278795878,0.7853981579432944,1.0,1.0,9.745404799986217,0.8482713546986053,1.911915811252095,7.538194140911752
001186,gt_target,2,151.0,229.0,9,8.995433390140533,0.9999960660934448,0.9994925989045037,0.7853981579432944,1.0,1.0,9.458951498899195,0.8610605706162409,1.8480502242610006,7.369429304831511
001186,matched_target_prediction,1,86.0,22.0,9,8.993054509162903,0.9999961853027344,0.999228278795878,0.7853981579432944,1.0,1.0,9.745404799986217,0.8482713546986053,1.911915811252095,7.538194140911752
001186,matched_target_prediction,2,151.0,229.0,9,8.995433390140533,0.9999960660934448,0.9994925989045037,0.7853981579432944,1.0,1.0,9.458951498899195,0.8610605706162409,1.8480502242610006,7.369429304831511
000197,gt_target,1,127.5,127.14285714285714,28,25.912431724369526,0.9997547268867493,0.9254439901560545,0.7269801166840428,0.9333333333333333,1.45833309270846,-0.3539224783981254,0.7346004363549743,-0.06077571291236046,1.2970037959517224
000197,gt_target,2,198.85714285714286,251.5,28,22.424442496150732,0.9999122619628906,0.8008729462910976,0.7269801166840428,0.9333333333333333,1.45833309270846,3.0407565330045143,0.7138870917520267,0.7015705527027793,3.3651597621591387
000197,matched_target_prediction,1,128.1,127.03333333333333,30,29.39480847120285,0.9997547268867493,0.979826949040095,0.6544984683615914,0.8571428571428571,1.8000231015456432,-0.45412325356673033,0.7536438750357373,-0.07602460251813233,1.1066479815566896
000197,matched_target_prediction,2,199.75862068965517,251.44827586206895,29,27.776728987693787,0.9999122619628906,0.9578182409549582,0.6326818527495385,0.8055555555555556,1.3371006763513111,2.8477129790632207,0.7957757456353631,0.6457672403564847,3.136512073733922
000811,gt_target,1,127.29411764705883,126.70588235294117,17,13.128950850339606,0.9999480247497559,0.772291226490565,0.6593466042739486,0.85,2.0087331037443423,3.8892158328409434,0.7108374261523001,0.7029792713337759,3.6312372354315667
000811,gt_target,2,138.0,139.23529411764707,17,15.076575906947255,0.9999632835388184,0.8868574062910151,0.534070749775088,0.8095238095238095,6.402587860364298,4.50404431422095,0.7642108596512698,0.8021726622358339,3.695541233318195
000811,matched_target_prediction,1,127.76923076923077,126.76923076923077,13,12.841115593910217,0.9999480247497559,0.9877781226084783,0.638136005267708,0.8125,1.9759987819535194,4.559614437975965,0.8352203895982957,0.867978167876078,4.073631405557096
000811,matched_target_prediction,2,138.5,139.375,16,15.953692555427551,0.9999632835388184,0.997105784714222,0.41541720953373873,0.6666666666666666,7.741922434988836,4.757472148785989,0.9437247611986453,0.8475069266766952,3.716104956191514
000601,gt_target,1,17.017241379310345,248.6551724137931,58,57.766754031181335,1.0,0.9959785177789885,0.31634092678667153,0.5918367346938775,4.246834025649396,4.706334809877793,0.9278622196219628,0.9538348041403569,3.689349145424724
000601,matched_target_prediction,1,17.017241379310345,248.6551724137931,58,57.766754031181335,1.0,0.9959785177789885,0.31634092678667153,0.5918367346938775,4.246834025649396,4.706334809877793,0.9278622196219628,0.9538348041403569,3.689349145424724
001040,gt_target,1,128.9848484848485,45.68181818181818,66,62.456449545919895,0.9999188184738159,0.9463098416048469,0.2303834611992561,0.4125,13.927165829550805,4.432504920017285,0.8907296926513237,0.7859862320353019,3.096167687192997
001040,matched_target_prediction,1,129.0,45.935483870967744,62,61.53226721286774,0.9999188184738159,0.9924559227881893,0.24844227609752118,0.40789473684210525,13.289617577497555,4.545237454866571,0.8814085767443478,0.8252192883070932,3.190274839911975
000735,gt_target,1,186.4516129032258,130.41935483870967,31,25.38611751323333,0.999782383441925,0.8189070165559139,0.6763150839736445,0.8611111111111112,1.1231883539107026,2.9193351386009807,0.7682429895617041,0.6078564212001346,3.2371622063756487
000735,matched_target_prediction,1,187.27586206896552,130.41379310344828,29,28.01160055398941,0.999782383441925,0.9659172604823935,0.6326818527495385,0.8055555555555556,1.1643984759339763,2.86109943605875,0.7348267059808601,0.6257468883616564,3.123465452127471
001029,gt_target,1,128.76923076923077,128.82051282051282,78,75.30228666216135,0.9999545812606812,0.9654139315661712,0.1389139608533307,0.2932330827067669,4.197892529155473,7.983580828262796,0.8475372483465251,1.256626209721951,5.114215252284792
001029,matched_target_prediction,1,128.92207792207793,129.0,77,75.36408978700638,0.9999545812606812,0.9787544128182647,0.13713301263726235,0.3117408906882591,4.400961153288135,7.979594053241605,0.8632589989330308,1.2575683594633633,5.120940719650701
000623,gt_target,1,178.0,21.0,15,14.839037239551544,0.9999845027923584,0.9892691493034362,0.7363107753088938,1.0,2.9999972000039206,2.7544780878084048,0.69451525133216,0.8455125194370726,3.2187720012973653
000623,matched_target_prediction,1,178.35294117647058,20.941176470588236,17,16.772017896175385,0.9999845027923584,0.9865892880103168,0.6593466042739486,0.9444444444444444,4.289949980131212,2.549393467171714,0.7013974395486158,0.7679253487765074,2.9224856932602576
000436,gt_target,1,71.06896551724138,51.37931034482759,58,56.81393504887819,0.9999995231628418,0.9795506042910034,0.2499483866196446,0.5918367346938775,6.296763611118539,4.2077083759530804,0.9697536199386669,0.7777311529635226,3.247457960062048
000436,matched_target_prediction,1,71.03508771929825,51.43859649122807,57,56.77544367313385,0.9999995231628418,0.9960604153181377,0.24563893167792658,0.5816326530612245,6.404790110821216,4.261687451772977,0.9675665947368357,0.7973572969370636,3.2712040051476543
001242,gt_target,1,28.0,200.0,9,8.996146976947784,0.9999868869781494,0.9995718863275316,0.7853981579432944,1.0,1.0,5.739821386523545,0.8441429626210697,1.780771322231086,5.467765993631145
001242,gt_target,2,56.0,172.0,9,8.99116599559784,0.9999793767929077,0.9990184439553155,0.7853981579432944,1.0,1.0,4.697388692552017,0.8634001237712267,1.401087480353792,4.766336306281812
001242,gt_target,3,233.0,33.0,9,8.968069672584534,0.9999940395355225,0.996452185842726,0.7853981579432944,1.0,1.0,5.497279942992868,0.8547416781199231,1.6943085590065285,5.3085632480029545
001242,gt_target,4,243.0,172.0,9,8.98559033870697,0.999990701675415,0.9983989265229967,0.7853981579432944,1.0,1.0,5.313749901639919,0.866122303361034,1.6128339257701423,5.181751223328842
001242,matched_target_prediction,1,28.0,200.0,9,8.996146976947784,0.9999868869781494,0.9995718863275316,0.7853981579432944,1.0,1.0,5.739821386523545,0.8441429626210697,1.780771322231086,5.467765993631145
001242,matched_target_prediction,2,56.0,172.0,9,8.99116599559784,0.9999793767929077,0.9990184439553155,0.7853981579432944,1.0,1.0,4.697388692552017,0.8634001237712267,1.401087480353792,4.766336306281812
001242,matched_target_prediction,3,233.0,33.0,9,8.968069672584534,0.9999940395355225,0.996452185842726,0.7853981579432944,1.0,1.0,5.497279942992868,0.8547416781199231,1.6943085590065285,5.3085632480029545
001242,matched_target_prediction,4,243.0,172.0,9,8.98559033870697,0.999990701675415,0.9983989265229967,0.7853981579432944,1.0,1.0,5.313749901639919,0.866122303361034,1.6128339257701423,5.181751223328842
000813,gt_target,1,2.0,21.5,18,13.416911938649719,0.9999593496322632,0.745383996591651,0.6981316986430044,1.0,4.374995218756774,-0.13481166430118652,0.19683916641936183,-0.003466460940539956,1.0060264051888141
000813,gt_target,2,121.77777777777777,132.5,18,15.700847536325455,0.9999059438705444,0.8722693075736364,0.6981316986430044,0.9,1.5176147469102639,7.530580387724977,0.7738404969404018,1.2908468758640546,5.88319460038035
000813,matched_target_prediction,1,2.764705882352941,21.41176470588235,17,16.4477476477623,0.9999593496322632,0.9675145675154293,0.534070749775088,0.7083333333333334,3.3040471175536585,1.0651813400261867,0.6658455773331956,0.11808627882881055,1.633521797088175
000813,matched_target_prediction,2,122.5,132.5,20,19.227622985839844,0.9999059438705444,0.9613811492919921,0.6283185291471624,0.8333333333333334,2.142856108844473,7.3721614247934975,0.8038727537438684,1.2228475510423567,5.630105125177559
000493,gt_target,1,127.8923076923077,132.90769230769232,65,56.966905069944914,0.9999996423721313,0.8764139241529987,0.35452000415747664,0.6190476190476191,6.191629648642369,2.2342725268630477,0.8202373955034353,0.4894347382683447,2.162536395513766
000493,gt_target,2,141.7887323943662,33.33802816901409,71,63.35537503148953,1.0,0.8923292257956271,0.26522363655002307,0.4930555555555556,4.258449662472409,1.4543765195338016,0.829661418982943,0.325825693157977,1.5993474554082672
000493,matched_target_prediction,1,128.10169491525423,133.0,59,57.60896736383438,0.9999996423721313,0.9764231756582098,0.2965663463802499,0.5619047619047619,5.393106430884429,2.3013298984936825,0.7782062913743777,0.5157230123020874,2.122380095742833
000493,matched_target_prediction,2,141.77777777777777,33.36507936507937,63,62.54033786058426,1.0,0.9927037755648295,0.235339283135936,0.4375,3.6150226157903083,1.659308155849394,0.8348897237174023,0.377536272086721,1.6971916422094853
001053,gt_target,1,116.6590909090909,212.45454545454547,44,42.70194175083584,0.9999616146087646,0.9704986761553601,0.22116812272425418,0.55,45.47862405231549,2.017648626699529,0.8547146935306005,0.7100853116832077,1.714806076503252
001053,matched_target_prediction,1,116.65116279069767,212.2325581395349,43,42.70194172859192,0.9999616146087646,0.9930684122928354,0.2345286181349461,0.5657894736842105,42.616505435865925,2.0394007985074736,0.8498613180627594,0.7294258394788783,1.7639310885343813
000410,gt_target,1,30.23076923076923,186.76923076923077,13,12.85272353887558,0.9999991655349731,0.9886710414519677,0.5042062267977254,0.65,2.1386012656530027,2.4540084944082756,0.9832402749334457,0.7940956658775602,2.8308556442342585
000410,gt_target,2,246.0,52.0,11,10.984173357486725,1.0,0.998561214316975,0.5399612352265221,0.7333333333333333,2.3333311111148145,4.226938095637214,0.8918384284859295,1.373084282848815,4.02546376917806
000410,matched_target_prediction,1,30.23076923076923,186.76923076923077,13,12.85272353887558,0.9999991655349731,0.9886710414519677,0.5042062267977254,0.65,2.1386012656530027,2.4540084944082756,0.9832402749334457,0.7940956658775602,2.8308556442342585
000410,matched_target_prediction,2,246.0,52.0,11,10.984173357486725,1.0,0.998561214316975,0.5399612352265221,0.7333333333333333,2.3333311111148145,4.226938095637214,0.8918384284859295,1.373084282848815,4.02546376917806
000936,gt_target,1,121.8529411764706,129.1764705882353,34,33.76710265874863,0.9999321699142456,0.993150078198489,0.14652146801841237,0.425,53.38067379798248,2.9102949043552893,0.9306122206728098,0.6443593797766592,2.005037405436184
000936,matched_target_prediction,1,121.7948717948718,129.07692307692307,39,37.20622205734253,0.9999321699142456,0.9540056937780136,0.1680687427270024,0.4875,52.76268277432092,2.8464209634656252,0.9274155907111309,0.6153567896623695,2.0115447883668987
000473,gt_target,1,187.51923076923077,13.653846153846153,52,51.82773131132126,0.9999996423721313,0.9966871406023319,0.19424829719156622,0.49523809523809526,6.400140667921663,2.8370295798906313,0.8889325217888361,0.65539586378352,2.3540983321190807
000473,matched_target_prediction,1,187.56140350877192,13.368421052631579,57,56.20191550254822,0.9999996423721313,0.9859985175885653,0.21292601807537062,0.5428571428571428,6.661693306618134,2.8183209590003857,0.9006340730292848,0.6391932273576687,2.37897266382574
000478,gt_target,1,114.59420289855072,11.202898550724637,69,67.82706844806671,0.9999994039535522,0.9830009920009668,0.2577525481965013,0.4928571428571429,2.832334961934781,2.2724073653360763,0.8222510228125667,0.4180445520835143,2.1043673727876637
000478,gt_target,2,127.61428571428571,132.47142857142856,70,64.71358803780822,0.9999990463256836,0.924479829111546,0.3016618459202607,0.5833333333333334,3.547962490050167,1.9124160186646297,0.7400375197895249,0.3429560930338044,1.9010773044930676
000478,matched_target_prediction,1,114.65277777777777,11.027777777777779,72,70.41289931535721,0.9999994039535522,0.9779569349355168,0.25132741221737026,0.48,2.8151210776279236,2.253446678376446,0.844035546275315,0.4050986736122895,2.087367070510783
000478,matched_target_prediction,2,127.26760563380282,132.69014084507043,71,69.24656021595001,0.9999990463256836,0.9753036650133805,0.2845064774665162,0.6339285714285714,5.50292390689865,2.052553276750185,0.8110103480494746,0.3855211630023019,1.9702212215195338
000458,gt_target,1,161.59420289855072,59.79710144927536,69,68.57364290952682,0.9999998807907104,0.9938209117322728,0.2577525481965013,0.4928571428571429,2.8323349619347815,2.9839291035742215,0.8854654372934774,0.35137212210477137,2.4583992341578207
000458,matched_target_prediction,1,161.64285714285714,59.74285714285714,70,69.41592711210251,0.9999998807907104,0.9916561016014644,0.2614880923732622,0.5,2.806437791244081,2.9301524121129963,0.8769540429024937,0.34406725176696584,2.4322875473847443
000709,gt_target,1,2.8461538461538463,205.19230769230768,26,22.030666172560274,0.9999828338623047,0.8473333143292413,0.6750529654923255,0.8666666666666667,1.6513858596301514,4.839734370122469,0.7872315583620579,1.0832104817408805,4.388232276392058
000709,gt_target,2,180.80769230769232,161.6153846153846,26,23.998873990029097,0.9999861717224121,0.9230336150011191,0.6750529654923255,0.9285714285714286,3.389230877276305,1.547898681002752,0.7316993396877148,0.3395347757528003,2.2658146256309135
000709,matched_target_prediction,1,3.3461538461538463,205.19230769230768,26,24.775262713432312,0.9999828338623047,0.9528947197473966,0.5672320059133793,0.7222222222222222,1.6587099919732626,5.430186552029337,0.9047211914331287,1.2290529351794774,4.634417428296919
000709,matched_target_prediction,2,181.04166666666666,161.625,24,23.68188101053238,0.9999861717224121,0.9867450421055158,0.6231258143006081,0.8571428571428571,3.3223039341338687,1.6633987538151298,0.6894554743419408,0.3768934944918663,2.236472329449008
001307,gt_target,1,14.2,22.95,20,16.765521298743845,0.9999942779541016,0.8382760649371923,0.3205706785288428,0.47619047619047616,1.9090675587857344,2.465372892987469,0.892495370671688,0.6340069769343982,2.457611296860156
001307,matched_target_prediction,1,14.38888888888889,22.72222222222222,18,17.50874835252762,0.9999942779541016,0.9727082418070899,0.2513274120079308,0.42857142857142855,1.887754383978386,2.4529594939337667,0.7762132969513661,0.5929443066121969,2.2813634801380105
000781,gt_target,1,95.21428571428571,68.0,14,13.396023690700531,0.9991698265075684,0.9568588350500379,0.4398229704030136,0.5833333333333334,1.6473209026231956,1.8804309549147245,0.7013393347332835,0.3803934017577965,2.137698941835988
000781,gt_target,2,154.92857142857142,101.85714285714286,14,9.374041064376797,0.9999889135360718,0.6695743617411998,0.6872233902883009,0.9333333333333333,3.000634734665998,5.046576428260388,0.528825987146105,1.0893477792685846,4.321441577615917
000781,matched_target_prediction,1,95.85,68.05,20,18.952866852283478,0.9991698265075684,0.9476433426141739,0.5192715119171735,0.7142857142857143,3.378741234754178,1.855043018962412,0.8292596038315331,0.35274617872858127,2.21231328616463
000781,matched_target_prediction,2,155.84615384615384,102.0,13,12.905462384223938,0.9999889135360718,0.9927278757095337,0.638136005267708,0.8666666666666667,2.859997098404526,5.856929060947594,0.7978756081242206,1.2641032147724849,4.873300188980084
001023,gt_target,1,79.3913043478261,214.5,46,45.55748277902603,0.9999381303787231,0.9903800604136094,0.21377701481018674,0.46,47.14142686484368,2.4156295580179092,0.9092446750318768,0.7032105835218262,1.879846598238836
001023,matched_target_prediction,1,79.3913043478261,214.5,46,45.55748277902603,0.9999381303787231,0.9903800604136094,0.21377701481018674,0.46,47.14142686484368,2.4156295580179092,0.9092446750318768,0.7032105835218262,1.879846598238836
001004,gt_target,1,156.73333333333332,101.49333333333334,75,71.45697324327193,0.9999220371246338,0.9527596432436257,0.21636313036285001,0.46875,13.604159557870746,1.5542451196432943,0.7688495024890142,0.36314320997436583,1.40230070704275
001004,matched_target_prediction,1,156.66666666666666,101.48,75,73.4072436094284,0.9999220371246338,0.978763248125712,0.24518152857225714,0.46875,13.37969488267235,1.5469405719210692,0.7522717609755987,0.3563189453368318,1.4182614301208405
000359,gt_target,1,62.0,173.0,5,4.999542832374573,1.0,0.9999085664749146,0.4363323099684969,0.5555555555555556,1.0,7.989627497984718,0.8368383452317723,2.223370887885474,6.239028453297257
000359,matched_target_prediction,1,62.0,173.0,5,4.999542832374573,1.0,0.9999085664749146,0.4363323099684969,0.5555555555555556,1.0,7.989627497984718,0.8368383452317723,2.223370887885474,6.239028453297257
000287,gt_target,1,86.66666666666667,146.27777777777777,72,69.4340964127041,1.0,0.9643624501764457,0.16522620235000623,0.42857142857142855,1.6002964365396133,-0.6074799565417641,0.8381965036919564,-0.14697146352827392,0.35085612570836444
000287,matched_target_prediction,1,86.41558441558442,146.23376623376623,77,74.42552024126053,1.0,0.9665651979384484,0.1866532671911657,0.4583333333333333,1.545690593796913,-0.6032073157225173,0.8984426941902287,-0.1424125250155599,0.4269107410702949
000482,gt_target,1,135.275,229.2875,80,76.07921521604294,0.9999998807907104,0.9509901902005368,0.19392547240640592,0.4444444444444444,1.8807192287908485,2.4182447975174792,0.8640967654320528,0.44451477650787874,2.18482772352929
000482,matched_target_prediction,1,135.40243902439025,228.96341463414635,82,79.67042887210846,0.9999998807907104,0.9715905960013227,0.18817428600972932,0.45555555555555555,2.02317627728139,2.3911440817348777,0.8722517124826226,0.4339787126390855,2.1589390135718634
000941,gt_target,1,238.327868852459,102.04918032786885,61,58.235641790772206,0.9999648332595825,0.9546826523077411,0.2444351426120773,0.61,25.764517367981917,3.604421661458191,0.8987125511802347,0.970640457929892,2.7989727404673905
000941,matched_target_prediction,1,238.31666666666666,101.9,60,58.81614112854004,0.9999648332595825,0.9802690188090006,0.2585672965030806,0.6,30.261665266884926,3.5923827935457355,0.8882552172223943,0.9832755533965845,2.77904181776565
000067,gt_target,1,37.0,95.0,9,8.994559705257416,0.9999942779541016,0.9993955228063796,0.7853981579432944,1.0,1.0,4.347653664325157,0.8658419927276386,1.0249591806069636,4.4046255767731735
000067,matched_target_prediction,1,37.0,95.0,9,8.994559705257416,0.9999942779541016,0.9993955228063796,0.7853981579432944,1.0,1.0,4.347653664325157,0.8658419927276386,1.0249591806069636,4.4046255767731735
000284,gt_target,1,113.275,220.7125,80,70.67426579305902,0.9999997615814209,0.8834283224132378,0.19392547240640592,0.4444444444444444,1.880719228790848,1.342332206737312,0.8450279957738244,0.21942257581230806,1.5247909429623068
000284,matched_target_prediction,1,113.23611111111111,220.90277777777777,72,71.0279353260994,0.9999997615814209,0.9864991017513804,0.18464871103045136,0.4,2.154773722307921,1.5173202293505097,0.8283396999750077,0.24949258909367314,1.567072112721026
