image_name,threshold,component_id,category,matched_target_component,unmatched_fp_component,component_area,fp_pixel_mass,mean_probability,max_probability,confidence_mass,minimum_distance_to_gt,component_center_y,component_center_x,bbox_y0,bbox_y1,bbox_x0,bbox_x1
Misc_345,0.5,1,boundary_excess,1,0,42,10,0.7870883941650391,0.9865778684616089,7.870883941650391,0.0,94.0952380952381,244.57142857142858,91,99,241,249
Misc_243,0.5,1,boundary_excess,1,0,49,2,0.9417600631713867,0.9560657739639282,1.8835201263427734,0.0,37.44897959183673,136.9591836734694,33,42,131,144
Misc_387,0.5,1,boundary_excess,1,0,30,1,0.9858119487762451,0.9858119487762451,0.9858119487762451,0.0,211.53333333333333,35.733333333333334,208,217,33,39
Misc_387,0.5,2,far_fp,0,1,4,4,0.6962568759918213,0.8289937973022461,2.785027503967285,261.29676614914314,288.0,289.5,288,289,288,292
Misc_95,0.5,1,boundary_excess,1,0,53,5,0.9133298993110657,0.9851042628288269,4.566649436950684,0.0,14.39622641509434,130.56603773584905,11,18,126,136
Misc_277,0.5,1,boundary_excess,1,0,15,4,0.8680620789527893,0.9505138397216797,3.4722483158111572,0.0,94.6,54.6,93,97,53,57
Misc_145,0.5,1,boundary_excess,1,0,11,2,0.8323802947998047,0.9915731549263,1.6647605895996094,0.0,117.18181818181819,210.0909090909091,116,119,208,213
Misc_145,0.5,2,boundary_excess,1,0,9,1,0.7961090803146362,0.7961090803146362,0.7961090803146362,0.0,118.77777777777777,198.88888888888889,118,121,197,201
Misc_156,0.5,1,boundary_excess,1,0,19,1,0.7559471130371094,0.7559471130371094,0.7559471130371094,0.0,55.0,69.63157894736842,53,58,68,73
Misc_156,0.5,2,far_fp,0,1,6,6,0.6613240838050842,0.7734053134918213,3.967944383621216,270.29243422633937,191.0,306.5,189,193,305,308
Misc_209,0.5,2,boundary_excess,1,0,6,1,0.8282584547996521,0.8282584547996521,0.8282584547996521,0.0,206.83333333333334,121.16666666666667,206,209,120,123
Misc_357,0.5,1,far_fp,0,1,15,15,0.843738317489624,0.9984922409057617,12.656074523925781,244.20483205702544,262.26666666666665,262.93333333333334,259,265,260,265
Misc_349,0.5,1,far_fp,0,1,25,25,0.7977373600006104,0.9918652176856995,19.94343376159668,189.274932307477,271.72,326.24,270,273,315,335
Misc_349,0.5,2,far_fp,0,1,21,21,0.8120394945144653,0.9807295203208923,17.05282974243164,192.31484602078956,271.8095238095238,10.904761904761905,271,273,3,20
Misc_349,0.5,3,far_fp,0,1,1,1,0.5411250591278076,0.5411250591278076,0.5411250591278076,171.1724276862369,272.0,48.0,272,273,48,49
Misc_349,0.5,4,far_fp,0,1,10,10,0.6083985567092896,0.6694777607917786,6.083985805511475,127.34991166074674,272.0,208.5,272,273,204,214
Misc_349,0.5,5,far_fp,0,1,26,26,0.6382616758346558,0.8241607546806335,16.594802856445312,135.14806694880988,272.0,239.5,272,273,227,253
Misc_349,0.5,6,far_fp,0,1,1,1,0.5016326904296875,0.5016326904296875,0.5016326904296875,148.94629904767692,272.0,255.0,272,273,255,256
Misc_395,0.5,1,boundary_excess,1,0,44,7,0.9363160133361816,0.994831919670105,6.5542120933532715,0.0,341.97727272727275,161.8181818181818,339,347,159,166
Misc_395,0.5,2,detached_near_fp,0,1,5,5,0.8660640716552734,0.9877930283546448,4.330320358276367,2.0,347.4,163.2,347,349,162,165
Misc_346,0.5,1,boundary_excess,1,0,16,7,0.8887453675270081,0.965493381023407,6.221217632293701,0.0,78.25,180.5625,76,82,179,183
Misc_346,0.5,2,far_fp,0,1,16,16,0.7892522811889648,0.8973840475082397,12.628036499023438,166.42415690037308,209.1875,291.1875,204,212,286,294
Misc_43,0.5,1,boundary_excess,1,0,21,3,0.8132414817810059,0.975155770778656,2.4397244453430176,0.0,81.71428571428571,116.33333333333333,80,85,114,121
Misc_92,0.5,1,far_fp,0,1,42,42,0.8578066229820251,0.9952438473701477,36.02787780761719,212.042448580467,92.85714285714286,361.5,81,105,360,363
Misc_129,0.5,1,boundary_excess,1,0,39,1,0.603141188621521,0.603141188621521,0.603141188621521,0.0,108.94871794871794,117.48717948717949,107,112,112,123
Misc_129,0.5,2,detached_near_fp,0,1,8,8,0.8988803029060364,0.9983073472976685,7.191042423248291,2.23606797749979,113.25,115.5,113,115,113,119
Misc_29,0.5,1,far_fp,0,1,11,11,0.9389471411705017,0.9999078512191772,10.328418731689453,133.33041663476493,237.0,80.45454545454545,236,239,79,84
Misc_423,0.5,1,boundary_excess,1,0,21,3,0.7907984852790833,0.9827184081077576,2.3723955154418945,0.0,7.619047619047619,229.33333333333334,6,10,225,236
Misc_347,0.5,1,boundary_excess,1,0,6,2,0.6254547834396362,0.6817147731781006,1.2509095668792725,0.0,134.16666666666666,95.83333333333333,133,136,95,98
Misc_382,0.5,1,far_fp,0,1,33,33,0.9255251884460449,0.9999840259552002,30.54233169555664,331.2174512310606,347.1515151515151,320.6969696969697,339,353,315,323
Misc_240,0.5,1,boundary_excess,1,0,29,1,0.9746105074882507,0.9746105074882507,0.9746105074882507,0.0,79.96551724137932,85.20689655172414,77,84,83,88
Misc_240,0.5,2,boundary_excess,1,0,50,8,0.9237231016159058,0.9990677237510681,7.389784812927246,0.0,83.28,70.12,79,89,66,74
Misc_203,0.5,1,boundary_excess,1,0,16,1,0.7174374461174011,0.7174374461174011,0.7174374461174011,0.0,22.9375,140.375,21,26,138,143
Misc_356,0.5,1,far_fp,0,1,7,7,0.7715391516685486,0.929632306098938,5.400774002075195,153.57408635573907,248.85714285714286,311.14285714285717,246,252,311,313
Misc_356,0.5,2,far_fp,0,1,1,1,0.5825896859169006,0.5825896859169006,0.5825896859169006,161.01242188104618,253.0,308.0,253,254,308,309
Misc_111,0.5,1,far_fp,0,1,23,23,0.9432613253593445,0.9996440410614014,21.695011138916016,145.45446022724775,116.1304347826087,146.65217391304347,114,119,143,150
Misc_306,0.5,2,boundary_excess,1,0,10,1,0.9172587394714355,0.9172587394714355,0.9172587394714355,0.0,147.5,40.8,146,150,40,43
Misc_317,0.5,3,boundary_excess,1,0,15,2,0.6716734766960144,0.8220372200012207,1.3433469533920288,0.0,153.06666666666666,18.333333333333332,151,156,17,21
Misc_8,0.5,1,detached_near_fp,0,1,1,1,0.9760159254074097,0.9760159254074097,0.9760159254074097,2.0,136.0,123.0,136,137,123,124
Misc_72,0.5,1,far_fp,0,1,8,8,0.7091667652130127,0.8010827898979187,5.673334121704102,177.72450590731714,10.5,323.0,7,15,323,324
Misc_72,0.5,2,boundary_excess,1,0,29,5,0.7325370907783508,0.857513427734375,3.6626853942871094,0.0,70.86206896551724,152.0,69,75,149,156
Misc_250,0.5,4,boundary_excess,1,0,11,1,0.9314442873001099,0.9314442873001099,0.9314442873001099,0.0,91.45454545454545,89.72727272727273,90,94,88,93
Misc_250,0.5,6,boundary_excess,1,0,11,1,0.8915018439292908,0.8915018439292908,0.8915018439292908,0.0,153.8181818181818,77.0909090909091,153,156,75,80
Misc_419,0.5,1,boundary_excess,1,0,29,4,0.787020206451416,0.9959760308265686,3.148080825805664,0.0,37.03448275862069,33.689655172413794,34,41,31,37
Misc_394,0.5,2,far_fp,0,1,2,2,0.6655963659286499,0.7525705099105835,1.3311927318572998,289.83443549723347,212.0,305.5,212,213,305,307
Misc_160,0.5,1,boundary_excess,1,0,15,1,0.7045729756355286,0.7045729756355286,0.7045729756355286,0.0,48.06666666666667,115.33333333333333,47,50,113,119
Misc_160,0.5,2,far_fp,0,1,27,27,0.8380812406539917,0.9982348680496216,22.628192901611328,218.66183937761065,181.8148148148148,295.1111111111111,176,187,292,297
