image_id,decoy_id,residual_path,mask_path,center_y,center_x,area,prob_before_max,prob_after_max,prob_after_topk,prob_gain,contrast_z,target_dilate_overlap_pixels
001002,001002_2_000011,residuals/001002_2_000011.npy,masks/001002_2_000011.npy,252,181,73.0,1.7473018587566003e-08,0.9999998807907104,0.9999975562095642,0.9999998633176919,0.5672786235809326,0
001024,001024_0_000012,residuals/001024_0_000012.npy,masks/001024_0_000012.npy,80,185,81.0,2.640817228893866e-06,1.0,0.9999980926513672,0.9999973591827711,0.019530564546585083,0
001024,001024_1_000013,residuals/001024_1_000013.npy,masks/001024_1_000013.npy,95,50,81.0,1.8190689843322616e-07,1.0,0.9999989867210388,0.9999998180931016,-1.2667076587677002,0
001024,001024_2_000014,residuals/001024_2_000014.npy,masks/001024_2_000014.npy,160,109,81.0,9.970658538804855e-07,0.9999998807907104,0.9999945759773254,0.9999988837248566,-0.4752199053764343,0
001285,001285_1_000015,residuals/001285_1_000015.npy,masks/001285_1_000015.npy,175,163,81.0,2.9391737825790187e-06,1.0,0.9999954700469971,0.9999970608262174,0.18678398430347443,0
000649,000649_0_000016,residuals/000649_0_000016.npy,masks/000649_0_000016.npy,162,43,81.0,7.89268739254112e-08,1.0,0.9999994039535522,0.9999999210731261,0.5234829187393188,0
000649,000649_1_000017,residuals/000649_1_000017.npy,masks/000649_1_000017.npy,247,135,81.0,1.6262762301266775e-06,0.9999997615814209,0.9999962449073792,0.9999981353051908,-0.03947049379348755,0
000649,000649_2_000018,residuals/000649_2_000018.npy,masks/000649_2_000018.npy,180,239,81.0,4.875587364949752e-07,1.0,0.9999885559082031,0.9999995124412635,0.18328315019607544,0
000282,000282_0_000019,residuals/000282_0_000019.npy,masks/000282_0_000019.npy,200,149,81.0,3.819513381131401e-07,0.9999991655349731,0.9999961853027344,0.999998783583635,-0.5845382809638977,0
000282,000282_1_000020,residuals/000282_1_000020.npy,masks/000282_1_000020.npy,12,170,81.0,3.748191801378198e-08,1.0,0.9999957084655762,0.999999962518082,0.016372935846447945,0
000282,000282_2_000021,residuals/000282_2_000021.npy,masks/000282_2_000021.npy,36,151,81.0,2.2844345437533775e-07,1.0,0.9999926090240479,0.9999997715565456,-0.3014388084411621,0
000037,000037_0_000022,residuals/000037_0_000022.npy,masks/000037_0_000022.npy,41,32,81.0,3.50938080373453e-07,0.9999998807907104,0.9999939203262329,0.9999995298526301,-0.9436820149421692,0
000037,000037_1_000023,residuals/000037_1_000023.npy,masks/000037_1_000023.npy,48,10,81.0,9.118432444665814e-07,0.9999997615814209,0.9999966025352478,0.9999988497381764,-2.215359687805176,0
000037,000037_2_000024,residuals/000037_2_000024.npy,masks/000037_2_000024.npy,234,86,81.0,3.789117499763961e-06,1.0,0.9999986886978149,0.9999962108825002,0.3907035291194916,0
001150,001150_0_000025,residuals/001150_0_000025.npy,masks/001150_0_000025.npy,199,28,81.0,1.9702479647776272e-08,1.0,0.9999947547912598,0.9999999802975204,-1.4804273843765259,0
001150,001150_1_000026,residuals/001150_1_000026.npy,masks/001150_1_000026.npy,119,194,81.0,7.572225513285957e-07,1.0,0.9999997615814209,0.9999992427774487,-0.614600419998169,0
001150,001150_2_000027,residuals/001150_2_000027.npy,masks/001150_2_000027.npy,162,218,81.0,3.827487660146289e-08,1.0,0.9999997019767761,0.9999999617251234,-2.5613253116607666,0
001124,001124_0_000028,residuals/001124_0_000028.npy,masks/001124_0_000028.npy,201,137,81.0,1.4642665746578132e-07,1.0,0.9999924302101135,0.9999998535733425,-0.7000511884689331,0
001124,001124_1_000029,residuals/001124_1_000029.npy,masks/001124_1_000029.npy,52,29,81.0,5.240098630565626e-07,0.9999990463256836,0.999984860420227,0.9999985223158205,-2.1419742107391357,0
001124,001124_2_000030,residuals/001124_2_000030.npy,masks/001124_2_000030.npy,229,229,81.0,3.935885928285643e-08,0.9999996423721313,0.9999939799308777,0.9999996030132721,-0.9650366902351379,0
001185,001185_0_000031,residuals/001185_0_000031.npy,masks/001185_0_000031.npy,208,143,81.0,7.369642958110489e-07,0.9999990463256836,0.9999927282333374,0.9999983093613878,-1.1184566020965576,0
001185,001185_1_000032,residuals/001185_1_000032.npy,masks/001185_1_000032.npy,51,116,81.0,6.027687504683854e-07,0.9999996423721313,0.9999932050704956,0.9999990396033809,-3.761082887649536,0
001185,001185_2_000033,residuals/001185_2_000033.npy,masks/001185_2_000033.npy,254,76,55.0,1.3683535371455946e-07,0.9999995231628418,0.9996591806411743,0.9999993863274881,-6.225824356079102,0
000718,000718_0_000034,residuals/000718_0_000034.npy,masks/000718_0_000034.npy,210,82,81.0,4.0699273284872106e-08,0.9999992847442627,0.9999973773956299,0.9999992440449894,0.05435965210199356,0
000718,000718_1_000035,residuals/000718_1_000035.npy,masks/000718_1_000035.npy,73,187,81.0,7.86904274718836e-06,1.0,0.9999997615814209,0.9999921309572528,0.9117580056190491,0
000718,000718_2_000036,residuals/000718_2_000036.npy,masks/000718_2_000036.npy,81,95,81.0,1.6339373587470618e-07,1.0,0.9999991655349731,0.9999998366062641,-0.10526280850172043,0
000968,000968_0_000037,residuals/000968_0_000037.npy,masks/000968_0_000037.npy,61,105,81.0,4.074794617281441e-07,0.9999995231628418,0.9999863505363464,0.9999991156833801,-0.2945830523967743,0
000968,000968_1_000038,residuals/000968_1_000038.npy,masks/000968_1_000038.npy,206,176,81.0,8.34327295251569e-07,1.0,0.9999982714653015,0.9999991656727047,-0.20955245196819305,0
000968,000968_2_000039,residuals/000968_2_000039.npy,masks/000968_2_000039.npy,164,115,81.0,9.230562682205345e-06,0.9999997615814209,0.9999980926513672,0.9999905310187387,-0.7840293049812317,0
001216,001216_0_000040,residuals/001216_0_000040.npy,masks/001216_0_000040.npy,243,218,81.0,3.159630779236977e-08,0.9999998807907104,0.9999966621398926,0.9999998491944027,-0.37238308787345886,0
001216,001216_1_000041,residuals/001216_1_000041.npy,masks/001216_1_000041.npy,202,185,81.0,2.5459728547616578e-08,0.9999991655349731,0.9999855756759644,0.9999991400752446,-1.3025285005569458,0
001216,001216_2_000042,residuals/001216_2_000042.npy,masks/001216_2_000042.npy,84,25,81.0,1.8720859884524543e-07,1.0,0.9999903440475464,0.9999998127914012,-1.3816914558410645,0
000494,000494_0_000043,residuals/000494_0_000043.npy,masks/000494_0_000043.npy,39,161,81.0,1.4345187082653865e-07,1.0,0.9999924898147583,0.9999998565481292,-0.41227254271507263,0
000494,000494_1_000044,residuals/000494_1_000044.npy,masks/000494_1_000044.npy,190,228,81.0,8.465013578984326e-09,1.0,0.9999991655349731,0.9999999915349864,0.7401738166809082,0
000494,000494_2_000045,residuals/000494_2_000045.npy,masks/000494_2_000045.npy,181,216,81.0,6.886882886192325e-08,1.0,0.9999996423721313,0.9999999311311711,0.05035758763551712,0
001015,001015_0_000046,residuals/001015_0_000046.npy,masks/001015_0_000046.npy,33,77,81.0,2.1706264874410408e-07,1.0,0.9999994039535522,0.9999997829373513,-0.5658106803894043,0
001015,001015_1_000047,residuals/001015_1_000047.npy,masks/001015_1_000047.npy,255,36,46.0,3.2688554085780197e-09,1.0,0.9999505281448364,0.9999999967311446,-1.0620489120483398,0
001015,001015_2_000048,residuals/001015_2_000048.npy,masks/001015_2_000048.npy,240,234,81.0,1.8659063982795487e-07,1.0,0.9999992847442627,0.9999998134093602,-0.19743569195270538,0
001186,001186_0_000049,residuals/001186_0_000049.npy,masks/001186_0_000049.npy,106,127,81.0,3.056269690659974e-07,0.9999998807907104,0.9999932646751404,0.9999995751637414,-1.7515342235565186,0
001186,001186_1_000050,residuals/001186_1_000050.npy,masks/001186_1_000050.npy,253,11,64.0,1.2910938949062256e-06,1.0,0.9999393224716187,0.9999987089061051,-2.0128960609436035,0
001186,001186_2_000051,residuals/001186_2_000051.npy,masks/001186_2_000051.npy,73,252,73.0,3.170446234435076e-07,0.9999997615814209,0.9999977350234985,0.9999994445367975,-2.317134380340576,0
000197,000197_0_000052,residuals/000197_0_000052.npy,masks/000197_0_000052.npy,178,115,81.0,8.45599458898505e-07,0.9999998807907104,0.9999939203262329,0.9999990351912516,0.06188493221998215,0
000197,000197_1_000053,residuals/000197_1_000053.npy,masks/000197_1_000053.npy,52,224,81.0,2.0878195527984644e-07,1.0,0.9999854564666748,0.9999997912180447,-0.856976330280304,0
000197,000197_2_000054,residuals/000197_2_000054.npy,masks/000197_2_000054.npy,114,217,81.0,1.5563997521894635e-06,0.9999998807907104,0.9999980926513672,0.9999983243909583,-0.03875642269849777,0
000811,000811_0_000055,residuals/000811_0_000055.npy,masks/000811_0_000055.npy,35,192,81.0,5.302415839736341e-09,0.9999990463256836,0.999992311000824,0.9999990410232678,0.24443969130516052,0
000811,000811_1_000056,residuals/000811_1_000056.npy,masks/000811_1_000056.npy,130,193,81.0,2.6157813692861964e-08,0.9999995231628418,0.9999934434890747,0.9999994970050281,-0.23302839696407318,0
000811,000811_2_000057,residuals/000811_2_000057.npy,masks/000811_2_000057.npy,157,90,81.0,3.0937115980123053e-07,0.9999998807907104,0.9999966621398926,0.9999995714195506,-0.7939489483833313,0
000601,000601_0_000058,residuals/000601_0_000058.npy,masks/000601_0_000058.npy,171,159,81.0,1.6469801266794093e-05,1.0,0.9999940395355225,0.9999835301987332,-0.9792512059211731,0
000601,000601_1_000059,residuals/000601_1_000059.npy,masks/000601_1_000059.npy,221,104,81.0,4.017029766600899e-07,0.9999948740005493,0.9981853365898132,0.9999944722975727,-0.6710309982299805,0
000601,000601_2_000060,residuals/000601_2_000060.npy,masks/000601_2_000060.npy,184,93,81.0,2.623729358219862e-07,0.9999641180038452,0.9964985847473145,0.9999638556309094,-0.482669472694397,0
001040,001040_0_000061,residuals/001040_0_000061.npy,masks/001040_0_000061.npy,163,95,81.0,6.860360457494608e-08,0.9999878406524658,0.9999578595161438,0.9999877720488612,-0.4102875292301178,0
001040,001040_1_000062,residuals/001040_1_000062.npy,masks/001040_1_000062.npy,248,176,81.0,1.1371741948096314e-06,1.0,0.9999943375587463,0.9999988628258052,0.34328991174697876,0
001040,001040_2_000063,residuals/001040_2_000063.npy,masks/001040_2_000063.npy,87,227,81.0,3.166096274043184e-09,0.9999997615814209,0.9999993443489075,0.9999997584153246,-0.041910815984010696,0
000735,000735_0_000064,residuals/000735_0_000064.npy,masks/000735_0_000064.npy,136,185,81.0,1.5239778576869867e-06,0.9999997615814209,0.9999839663505554,0.9999982376035632,-1.0297149419784546,0
000735,000735_1_000065,residuals/000735_1_000065.npy,masks/000735_1_000065.npy,177,212,81.0,1.9397692085476592e-05,0.9999997615814209,0.999862551689148,0.9999803638893354,-0.3008693754673004,0
000735,000735_2_000066,residuals/000735_2_000066.npy,masks/000735_2_000066.npy,245,171,81.0,2.4140779260051204e-06,1.0,0.9999980330467224,0.999997585922074,0.045306023210287094,0
001029,001029_0_000067,residuals/001029_0_000067.npy,masks/001029_0_000067.npy,252,106,73.0,3.462123032704767e-08,1.0,0.9999986886978149,0.9999999653787697,-0.6951183676719666,0
001029,001029_1_000068,residuals/001029_1_000068.npy,masks/001029_1_000068.npy,249,63,81.0,1.0090788009620155e-06,1.0,0.9999994039535522,0.999998990921199,0.10781829059123993,0
001029,001029_2_000069,residuals/001029_2_000069.npy,masks/001029_2_000069.npy,66,173,81.0,7.976687470545585e-07,1.0,0.9999986886978149,0.999999202331253,-0.49760758876800537,0
000623,000623_0_000070,residuals/000623_0_000070.npy,masks/000623_0_000070.npy,205,156,81.0,3.4328799802807453e-09,0.9999990463256836,0.9999950528144836,0.9999990428928036,0.3645760416984558,0
000623,000623_1_000071,residuals/000623_1_000071.npy,masks/000623_1_000071.npy,151,33,81.0,1.1146597955757898e-07,0.9999988079071045,0.9999550580978394,0.9999986964411249,-0.5958713889122009,0
000623,000623_2_000072,residuals/000623_2_000072.npy,masks/000623_2_000072.npy,38,112,81.0,1.722779416013509e-05,1.0,0.9999999403953552,0.9999827722058399,1.0013481378555298,0
000436,000436_0_000073,residuals/000436_0_000073.npy,masks/000436_0_000073.npy,231,210,81.0,3.284806737724466e-08,1.0,0.9999992251396179,0.9999999671519326,-0.5814573168754578,0
000436,000436_1_000074,residuals/000436_1_000074.npy,masks/000436_1_000074.npy,210,182,81.0,2.3651462299767445e-07,1.0,0.9999996423721313,0.999999763485377,-0.9110120534896851,0
000436,000436_2_000075,residuals/000436_2_000075.npy,masks/000436_2_000075.npy,108,228,81.0,1.0085649364555138e-06,1.0,0.9999975562095642,0.9999989914350635,0.17746320366859436,0
001242,001242_0_000076,residuals/001242_0_000076.npy,masks/001242_0_000076.npy,121,47,81.0,9.948597323727881e-08,0.999998927116394,0.9999656677246094,0.9999988276304208,-0.49327772855758667,0
001242,001242_1_000077,residuals/001242_1_000077.npy,masks/001242_1_000077.npy,114,160,81.0,9.409787082859111e-08,0.9999998807907104,0.9999927282333374,0.9999997866928396,-0.7028515338897705,0
001242,001242_2_000078,residuals/001242_2_000078.npy,masks/001242_2_000078.npy,192,2,64.0,3.115275148957153e-09,0.9999958276748657,0.9993954300880432,0.9999958245595906,-3.215726375579834,0
000813,000813_0_000079,residuals/000813_0_000079.npy,masks/000813_0_000079.npy,136,3,73.0,8.760058562984341e-07,1.0,0.9999962449073792,0.9999991239941437,-1.203916311264038,0
000813,000813_1_000080,residuals/000813_1_000080.npy,masks/000813_1_000080.npy,210,228,81.0,3.777571748742048e-07,0.9999996423721313,0.9999908208847046,0.9999992646149565,-0.9349014163017273,0
000813,000813_2_000081,residuals/000813_2_000081.npy,masks/000813_2_000081.npy,48,146,81.0,1.6699406302222997e-09,0.9999998807907104,0.999994695186615,0.9999998791207698,-1.333695888519287,0
000493,000493_0_000082,residuals/000493_0_000082.npy,masks/000493_0_000082.npy,191,64,81.0,9.574557225278113e-06,1.0,0.9999990463256836,0.9999904254427747,0.11532324552536011,0
000493,000493_1_000083,residuals/000493_1_000083.npy,masks/000493_1_000083.npy,244,208,81.0,1.676562533248216e-07,1.0,0.9999989867210388,0.9999998323437467,-0.46462416648864746,0
000493,000493_2_000084,residuals/000493_2_000084.npy,masks/000493_2_000084.npy,24,12,81.0,6.875450253573945e-07,1.0,0.9999945163726807,0.9999993124549746,-0.8247048854827881,0
001053,001053_0_000085,residuals/001053_0_000085.npy,masks/001053_0_000085.npy,215,223,81.0,2.0880419171476206e-08,0.9999997615814209,0.9999939799308777,0.9999997407010017,-0.1930953711271286,0
001053,001053_1_000086,residuals/001053_1_000086.npy,masks/001053_1_000086.npy,149,181,81.0,9.509727050271977e-08,0.9999997615814209,0.9999971985816956,0.9999996664841504,-0.007550373673439026,0
001053,001053_2_000087,residuals/001053_2_000087.npy,masks/001053_2_000087.npy,44,125,81.0,1.2950583823112538e-06,0.9999994039535522,0.9999956488609314,0.9999981088951699,-0.4823658764362335,0
000410,000410_0_000088,residuals/000410_0_000088.npy,masks/000410_0_000088.npy,91,169,81.0,2.4802307763138742e-08,1.0,0.9999973773956299,0.9999999751976922,-1.5352996587753296,0
000410,000410_1_000089,residuals/000410_1_000089.npy,masks/000410_1_000089.npy,173,167,81.0,4.6309776280395454e-07,0.9999995231628418,0.9999908208847046,0.999999060065079,-0.3091725707054138,0
000410,000410_2_000090,residuals/000410_2_000090.npy,masks/000410_2_000090.npy,204,176,81.0,8.131617619255849e-07,0.9999995231628418,0.9999684691429138,0.9999987100010799,-0.2640947699546814,0
000936,000936_0_000091,residuals/000936_0_000091.npy,masks/000936_0_000091.npy,100,184,81.0,6.079193894947821e-07,0.9999996423721313,0.9999815821647644,0.9999990344527419,-0.6054357886314392,0
000936,000936_1_000092,residuals/000936_1_000092.npy,masks/000936_1_000092.npy,14,244,81.0,2.2248270852287533e-06,1.0,0.9999890327453613,0.9999977751729148,-0.23232002556324005,0
000936,000936_2_000093,residuals/000936_2_000093.npy,masks/000936_2_000093.npy,232,253,64.0,4.797739983075644e-09,0.9999995231628418,0.9999048709869385,0.9999995183651018,-1.7294812202453613,0
000473,000473_0_000094,residuals/000473_0_000094.npy,masks/000473_0_000094.npy,88,219,81.0,3.108314956534741e-07,0.9999998807907104,0.9999974966049194,0.9999995699592148,0.3308407664299011,0
000473,000473_1_000095,residuals/000473_1_000095.npy,masks/000473_1_000095.npy,49,199,81.0,3.603911181926378e-06,1.0,0.9999980330467224,0.9999963960888181,-1.41975736618042,0
000473,000473_2_000096,residuals/000473_2_000096.npy,masks/000473_2_000096.npy,232,14,81.0,1.5102906445463304e-06,1.0,0.9999977946281433,0.9999984897093555,-0.6067675352096558,0
000478,000478_0_000097,residuals/000478_0_000097.npy,masks/000478_0_000097.npy,17,105,81.0,3.2887178349483293e-06,1.0,0.9999971389770508,0.999996711282165,-0.0471779927611351,0
000478,000478_2_000098,residuals/000478_2_000098.npy,masks/000478_2_000098.npy,230,207,81.0,4.1357693589816336e-06,1.0,0.9999993443489075,0.999995864230641,0.43280738592147827,0
000458,000458_0_000099,residuals/000458_0_000099.npy,masks/000458_0_000099.npy,148,32,81.0,6.820976068411255e-07,1.0,0.9999974966049194,0.9999993179023932,-0.1174713745713234,0
000458,000458_1_000100,residuals/000458_1_000100.npy,masks/000458_1_000100.npy,193,246,81.0,1.081425011761894e-07,1.0,0.9999995231628418,0.9999998918574988,-0.9261178970336914,0
000458,000458_2_000101,residuals/000458_2_000101.npy,masks/000458_2_000101.npy,155,65,81.0,6.152907161549592e-08,0.9999998807907104,0.9999977350234985,0.9999998192616388,-1.6084085702896118,0
000709,000709_0_000102,residuals/000709_0_000102.npy,masks/000709_0_000102.npy,42,213,81.0,2.811231070154463e-08,0.9999995231628418,0.9999831318855286,0.9999994950505311,-0.25303351879119873,0
000709,000709_1_000103,residuals/000709_1_000103.npy,masks/000709_1_000103.npy,180,81,81.0,2.3982829588931054e-07,1.0,0.9999984502792358,0.9999997601717041,-0.10093571990728378,0
000709,000709_2_000104,residuals/000709_2_000104.npy,masks/000709_2_000104.npy,151,43,81.0,7.921627911855467e-06,0.9999995231628418,0.9999954104423523,0.9999916015349299,-1.1450778245925903,0
001307,001307_1_000105,residuals/001307_1_000105.npy,masks/001307_1_000105.npy,246,9,81.0,3.5030154776904965e-06,0.9999998807907104,0.9999859929084778,0.9999963777752328,0.14805957674980164,0
001307,001307_2_000106,residuals/001307_2_000106.npy,masks/001307_2_000106.npy,76,150,81.0,3.8691862158657386e-08,1.0,0.9999974966049194,0.9999999613081378,-0.37691375613212585,0
000781,000781_0_000107,residuals/000781_0_000107.npy,masks/000781_0_000107.npy,166,143,81.0,1.2788220260517846e-07,0.9999996423721313,0.999996542930603,0.9999995144899287,0.2680183947086334,0
000781,000781_1_000108,residuals/000781_1_000108.npy,masks/000781_1_000108.npy,101,37,81.0,1.2548056247396744e-06,0.9999969005584717,0.9999911189079285,0.9999956457528469,1.3818786144256592,0
000781,000781_2_000109,residuals/000781_2_000109.npy,masks/000781_2_000109.npy,155,35,81.0,1.1966733381996164e-07,0.9999998807907104,0.9999982118606567,0.9999997611233766,-1.5591845512390137,0
001023,001023_0_000110,residuals/001023_0_000110.npy,masks/001023_0_000110.npy,184,244,81.0,1.5831025379497987e-08,1.0,0.9999992847442627,0.9999999841689746,0.4304695427417755,0
001023,001023_1_000111,residuals/001023_1_000111.npy,masks/001023_1_000111.npy,67,223,81.0,7.250363978528185e-06,1.0,0.9999998807907104,0.9999927496360215,0.16942015290260315,0
001023,001023_2_000112,residuals/001023_2_000112.npy,masks/001023_2_000112.npy,138,5,81.0,9.752768903581455e-08,1.0,0.999996542930603,0.999999902472311,-0.5224577188491821,0
001004,001004_0_000113,residuals/001004_0_000113.npy,masks/001004_0_000113.npy,216,151,81.0,1.0013437901079669e-07,1.0,0.9999990463256836,0.999999899865621,-0.3726904094219208,0
001004,001004_1_000114,residuals/001004_1_000114.npy,masks/001004_1_000114.npy,135,50,81.0,6.587376901734388e-07,0.9999998807907104,0.9999991655349731,0.9999992220530203,-0.5821657180786133,0
001004,001004_2_000115,residuals/001004_2_000115.npy,masks/001004_2_000115.npy,49,233,81.0,3.961693437304348e-05,1.0,0.9999998211860657,0.999960383065627,0.3502221405506134,0
000359,000359_0_000116,residuals/000359_0_000116.npy,masks/000359_0_000116.npy,119,187,81.0,6.313866265372781e-07,1.0,0.9999929666519165,0.9999993686133735,-0.3146285116672516,0
000359,000359_1_000117,residuals/000359_1_000117.npy,masks/000359_1_000117.npy,199,233,81.0,4.804948972036982e-08,1.0,0.9999891519546509,0.9999999519505103,-0.8085458278656006,0
000359,000359_2_000118,residuals/000359_2_000118.npy,masks/000359_2_000118.npy,213,193,81.0,6.590448187182574e-09,1.0,0.9999945163726807,0.9999999934095518,-0.8931641578674316,0
000287,000287_0_000119,residuals/000287_0_000119.npy,masks/000287_0_000119.npy,165,84,81.0,1.173218151961919e-06,0.9999996423721313,0.9999934434890747,0.9999984691539794,-0.5655468106269836,0
000287,000287_1_000120,residuals/000287_1_000120.npy,masks/000287_1_000120.npy,19,119,81.0,1.6058801577401027e-07,0.9999994039535522,0.9999973177909851,0.9999992433655365,-0.6436066627502441,0
000287,000287_2_000121,residuals/000287_2_000121.npy,masks/000287_2_000121.npy,237,246,81.0,3.140366402476502e-07,0.9999998807907104,0.9999978542327881,0.9999995667540702,-0.6181548237800598,0
000482,000482_0_000122,residuals/000482_0_000122.npy,masks/000482_0_000122.npy,94,80,81.0,9.882871410127336e-09,1.0,0.9999995231628418,0.9999999901171286,-0.24009226262569427,0
000482,000482_1_000123,residuals/000482_1_000123.npy,masks/000482_1_000123.npy,209,61,81.0,3.7535002661570616e-08,1.0,0.999998927116394,0.9999999624649973,-0.8813785910606384,0
000482,000482_2_000124,residuals/000482_2_000124.npy,masks/000482_2_000124.npy,50,97,81.0,3.950371407768216e-08,0.9999998807907104,0.9999996423721313,0.9999998412869964,-0.12619541585445404,0
000941,000941_0_000125,residuals/000941_0_000125.npy,masks/000941_0_000125.npy,238,148,81.0,2.0353574825549003e-07,1.0,0.9999943375587463,0.9999997964642517,0.09975732117891312,0
000941,000941_1_000126,residuals/000941_1_000126.npy,masks/000941_1_000126.npy,148,97,81.0,6.470070843533904e-07,0.9999995231628418,0.9999961853027344,0.9999988761557574,-0.9158580303192139,0
000941,000941_2_000127,residuals/000941_2_000127.npy,masks/000941_2_000127.npy,152,70,81.0,9.690602382761426e-07,1.0,0.9999871253967285,0.9999990309397617,-1.0951985120773315,0
000067,000067_0_000128,residuals/000067_0_000128.npy,masks/000067_0_000128.npy,251,131,80.0,1.4130554504276915e-08,0.9999997615814209,0.9995619058609009,0.9999997474508664,-1.7047475576400757,0
000067,000067_1_000129,residuals/000067_1_000129.npy,masks/000067_1_000129.npy,149,29,81.0,1.1157653467819273e-08,0.9999997615814209,0.9999973773956299,0.9999997504237674,-0.870788037776947,0
000067,000067_2_000130,residuals/000067_2_000130.npy,masks/000067_2_000130.npy,219,191,81.0,4.677939813291232e-08,0.9999998807907104,0.9999974966049194,0.9999998340113123,-1.5863990783691406,0
000284,000284_0_000131,residuals/000284_0_000131.npy,masks/000284_0_000131.npy,133,242,81.0,7.861422091082204e-08,0.9999998807907104,0.9999985694885254,0.9999998021764895,-0.8978965878486633,0
000284,000284_1_000132,residuals/000284_1_000132.npy,masks/000284_1_000132.npy,59,192,81.0,6.410965056602436e-07,1.0,0.9999793767929077,0.9999993589034943,-0.8727067112922668,0
000284,000284_2_000133,residuals/000284_2_000133.npy,masks/000284_2_000133.npy,4,221,80.0,1.8339693497182452e-07,1.0,0.9999873638153076,0.999999816603065,-0.2954297661781311,0
000447,000447_0_000134,residuals/000447_0_000134.npy,masks/000447_0_000134.npy,162,110,81.0,1.7753222891769838e-08,1.0,0.9999991655349731,0.9999999822467771,-0.42794522643089294,0
000447,000447_1_000135,residuals/000447_1_000135.npy,masks/000447_1_000135.npy,176,42,81.0,9.013367616717005e-07,1.0,0.9999993443489075,0.9999990986632383,-0.2684743404388428,0
000447,000447_2_000136,residuals/000447_2_000136.npy,masks/000447_2_000136.npy,81,254,55.0,6.238996430596444e-09,0.9999995231628418,0.9982859492301941,0.9999995169238454,-1.6006797552108765,0
000894,000894_0_000137,residuals/000894_0_000137.npy,masks/000894_0_000137.npy,65,204,81.0,4.220190135129087e-07,0.9999998807907104,0.999994158744812,0.9999994587716969,-0.14600026607513428,0
000894,000894_1_000138,residuals/000894_1_000138.npy,masks/000894_1_000138.npy,101,98,81.0,5.29355617118199e-08,0.9999994039535522,0.9999942183494568,0.9999993510179905,-0.9296790361404419,0
000894,000894_2_000139,residuals/000894_2_000139.npy,masks/000894_2_000139.npy,190,85,81.0,7.134894453031393e-09,0.9999970197677612,0.9999951124191284,0.9999970126328668,-0.28160279989242554,0
000163,000163_0_000140,residuals/000163_0_000140.npy,masks/000163_0_000140.npy,9,195,81.0,4.152882038255257e-09,0.9999998807907104,0.9999977350234985,0.9999998766378284,0.06482283771038055,0
000163,000163_1_000141,residuals/000163_1_000141.npy,masks/000163_1_000141.npy,24,103,81.0,4.113489104895507e-09,1.0,0.9999849200248718,0.9999999958865109,-2.7224559783935547,0
000163,000163_2_000142,residuals/000163_2_000142.npy,masks/000163_2_000142.npy,185,47,81.0,3.7652649886865674e-09,0.9999998807907104,0.9999967813491821,0.9999998770254455,-0.7252321839332581,0
000059,000059_0_000143,residuals/000059_0_000143.npy,masks/000059_0_000143.npy,219,231,81.0,2.2733846805067515e-08,1.0,0.9999951720237732,0.9999999772661532,-0.6390731334686279,0
000059,000059_1_000144,residuals/000059_1_000144.npy,masks/000059_1_000144.npy,223,74,81.0,6.300849122453656e-07,0.9999997615814209,0.9999983310699463,0.9999991314965087,-0.703175961971283,0
