image_name,max_prob_diff,mask_diff_pixels,suppression_max
000266,0.0,0,0.0
000563,0.0,0,0.0
000395,0.0,0,0.0
000415,0.0,0,0.0
000749,0.0,0,0.0
000330,0.0,0,0.0
000300,0.0,0,0.0
000071,0.0,0,0.0
001264,0.0,0,0.0
000237,0.0,0,0.0
000973,0.0,0,0.0
001076,0.0,0,0.0
000666,0.0,0,0.0
001079,0.0,0,0.0
000532,0.0,0,0.0
000820,0.0,0,0.0
000207,0.0,0,0.0
000182,0.0,0,0.0
001176,0.0,0,0.0
001272,0.0,0,0.0
000047,0.0,0,0.0
000268,0.0,0,0.0
000906,0.0,0,0.0
000351,0.0,0,0.0
000633,0.0,0,0.0
000025,0.0,0,0.0
000957,0.0,0,0.0
000176,0.0,0,0.0
000220,0.0,0,0.0
000188,0.0,0,0.0
001006,0.0,0,0.0
000926,0.0,0,0.0
001129,0.0,0,0.0
000599,0.0,0,0.0
000684,0.0,0,0.0
000155,0.0,0,0.0
000703,0.0,0,0.0
001143,0.0,0,0.0
000620,0.0,0,0.0
000075,0.0,0,0.0
000839,0.0,0,0.0
001300,0.0,0,0.0
001186,0.0,0,0.0
000197,0.0,0,0.0
000811,0.0,0,0.0
000601,0.0,0,0.0
001040,0.0,0,0.0
000735,0.0,0,0.0
001029,0.0,0,0.0
000623,0.0,0,0.0
000436,0.0,0,0.0
001242,0.0,0,0.0
000813,0.0,0,0.0
000493,0.0,0,0.0
001053,0.0,0,0.0
000410,0.0,0,0.0
000936,0.0,0,0.0
000473,0.0,0,0.0
000478,0.0,0,0.0
000458,0.0,0,0.0
000709,0.0,0,0.0
001307,0.0,0,0.0
000781,0.0,0,0.0
001023,0.0,0,0.0
001004,0.0,0,0.0
000359,0.0,0,0.0
000287,0.0,0,0.0
000482,0.0,0,0.0
000941,0.0,0,0.0
000067,0.0,0,0.0
000284,0.0,0,0.0
000447,0.0,0,0.0
000894,0.0,0,0.0
000163,0.0,0,0.0
000059,0.0,0,0.0
001222,0.0,0,0.0
001268,0.0,0,0.0
000744,0.0,0,0.0
000921,0.0,0,0.0
000173,0.0,0,0.0
000378,0.0,0,0.0
000806,0.0,0,0.0
000629,0.0,0,0.0
000870,0.0,0,0.0
000860,0.0,0,0.0
000660,0.0,0,0.0
000664,0.0,0,0.0
000533,0.0,0,0.0
000617,0.0,0,0.0
001145,0.0,0,0.0
000961,0.0,0,0.0
000940,0.0,0,0.0
000365,0.0,0,0.0
001003,0.0,0,0.0
000305,0.0,0,0.0
001317,0.0,0,0.0
001314,0.0,0,0.0
000352,0.0,0,0.0
000898,0.0,0,0.0
000883,0.0,0,0.0
001309,0.0,0,0.0
000732,0.0,0,0.0
000336,0.0,0,0.0
000622,0.0,0,0.0
001232,0.0,0,0.0
000166,0.0,0,0.0
000392,0.0,0,0.0
000231,0.0,0,0.0
001281,0.0,0,0.0
001199,0.0,0,0.0
000893,0.0,0,0.0
000879,0.0,0,0.0
000084,0.0,0,0.0
001174,0.0,0,0.0
000377,0.0,0,0.0
001063,0.0,0,0.0
000628,0.0,0,0.0
000537,0.0,0,0.0
000772,0.0,0,0.0
000100,0.0,0,0.0
000043,0.0,0,0.0
000291,0.0,0,0.0
000918,0.0,0,0.0
000548,0.0,0,0.0
000729,0.0,0,0.0
000475,0.0,0,0.0
000731,0.0,0,0.0
000974,0.0,0,0.0
001047,0.0,0,0.0
000595,0.0,0,0.0
000508,0.0,0,0.0
001101,0.0,0,0.0
001248,0.0,0,0.0
001107,0.0,0,0.0
001127,0.0,0,0.0
001253,0.0,0,0.0
000920,0.0,0,0.0
000021,0.0,0,0.0
000742,0.0,0,0.0
000140,0.0,0,0.0
000320,0.0,0,0.0
001209,0.0,0,0.0
000434,0.0,0,0.0
000120,0.0,0,0.0
000711,0.0,0,0.0
000137,0.0,0,0.0
000249,0.0,0,0.0
000995,0.0,0,0.0
001084,0.0,0,0.0
001273,0.0,0,0.0
000845,0.0,0,0.0
000452,0.0,0,0.0
001220,0.0,0,0.0
000553,0.0,0,0.0
000003,0.0,0,0.0
000984,0.0,0,0.0
000086,0.0,0,0.0
000967,0.0,0,0.0
000788,0.0,0,0.0
000416,0.0,0,0.0
000138,0.0,0,0.0
000112,0.0,0,0.0
001114,0.0,0,0.0
001308,0.0,0,0.0
000053,0.0,0,0.0
000762,0.0,0,0.0
000333,0.0,0,0.0
001081,0.0,0,0.0
001287,0.0,0,0.0
000821,0.0,0,0.0
001302,0.0,0,0.0
000480,0.0,0,0.0
000775,0.0,0,0.0
000525,0.0,0,0.0
001262,0.0,0,0.0
000124,0.0,0,0.0
001069,0.0,0,0.0
000782,0.0,0,0.0
000490,0.0,0,0.0
000010,0.0,0,0.0
000465,0.0,0,0.0
001286,0.0,0,0.0
001060,0.0,0,0.0
000685,0.0,0,0.0
000717,0.0,0,0.0
000939,0.0,0,0.0
000027,0.0,0,0.0
000971,0.0,0,0.0
000727,0.0,0,0.0
000170,0.0,0,0.0
000187,0.0,0,0.0
000671,0.0,0,0.0
000976,0.0,0,0.0
000562,0.0,0,0.0
000651,0.0,0,0.0
000831,0.0,0,0.0
000397,0.0,0,0.0
000157,0.0,0,0.0
000682,0.0,0,0.0
001227,0.0,0,0.0
001010,0.0,0,0.0
000294,0.0,0,0.0
000159,0.0,0,0.0
001088,0.0,0,0.0
001241,0.0,0,0.0
001229,0.0,0,0.0
000289,0.0,0,0.0
000169,0.0,0,0.0
000135,0.0,0,0.0
000090,0.0,0,0.0
000456,0.0,0,0.0
000691,0.0,0,0.0
000382,0.0,0,0.0
000483,0.0,0,0.0
000528,0.0,0,0.0
000889,0.0,0,0.0
000060,0.0,0,0.0
001326,0.0,0,0.0
000520,0.0,0,0.0
000269,0.0,0,0.0
000706,0.0,0,0.0
001020,0.0,0,0.0
000502,0.0,0,0.0
000492,0.0,0,0.0
001153,0.0,0,0.0
000521,0.0,0,0.0
000496,0.0,0,0.0
000538,0.0,0,0.0
000009,0.0,0,0.0
001294,0.0,0,0.0
000542,0.0,0,0.0
000127,0.0,0,0.0
000192,0.0,0,0.0
001237,0.0,0,0.0
000406,0.0,0,0.0
001055,0.0,0,0.0
001251,0.0,0,0.0
001315,0.0,0,0.0
000151,0.0,0,0.0
001180,0.0,0,0.0
001250,0.0,0,0.0
000901,0.0,0,0.0
000816,0.0,0,0.0
000273,0.0,0,0.0
000545,0.0,0,0.0
000912,0.0,0,0.0
000583,0.0,0,0.0
000285,0.0,0,0.0
000678,0.0,0,0.0
000992,0.0,0,0.0
000386,0.0,0,0.0
000022,0.0,0,0.0
000573,0.0,0,0.0
001075,0.0,0,0.0
000927,0.0,0,0.0
001304,0.0,0,0.0
000219,0.0,0,0.0
001291,0.0,0,0.0
000786,0.0,0,0.0
000348,0.0,0,0.0
000861,0.0,0,0.0
000785,0.0,0,0.0
000875,0.0,0,0.0
001191,0.0,0,0.0
000853,0.0,0,0.0
001008,0.0,0,0.0
000817,0.0,0,0.0
000721,0.0,0,0.0
000807,0.0,0,0.0
000122,0.0,0,0.0
001083,0.0,0,0.0
000261,0.0,0,0.0
000588,0.0,0,0.0
000587,0.0,0,0.0
000880,0.0,0,0.0
001311,0.0,0,0.0
000835,0.0,0,0.0
001021,0.0,0,0.0
000714,0.0,0,0.0
000081,0.0,0,0.0
000420,0.0,0,0.0
001103,0.0,0,0.0
000142,0.0,0,0.0
000270,0.0,0,0.0
001160,0.0,0,0.0
001224,0.0,0,0.0
000792,0.0,0,0.0
000019,0.0,0,0.0
000470,0.0,0,0.0
000529,0.0,0,0.0
001141,0.0,0,0.0
000646,0.0,0,0.0
000656,0.0,0,0.0
000815,0.0,0,0.0
000885,0.0,0,0.0
000924,0.0,0,0.0
001254,0.0,0,0.0
000111,0.0,0,0.0
000598,0.0,0,0.0
001120,0.0,0,0.0
001087,0.0,0,0.0
000020,0.0,0,0.0
000214,0.0,0,0.0
000724,0.0,0,0.0
000582,0.0,0,0.0
001234,0.0,0,0.0
000983,0.0,0,0.0
000759,0.0,0,0.0
001149,0.0,0,0.0
001044,0.0,0,0.0
000665,0.0,0,0.0
000107,0.0,0,0.0
001322,0.0,0,0.0
001210,0.0,0,0.0
000448,0.0,0,0.0
000260,0.0,0,0.0
000579,0.0,0,0.0
000996,0.0,0,0.0
001246,0.0,0,0.0
000698,0.0,0,0.0
000783,0.0,0,0.0
000240,0.0,0,0.0
000862,0.0,0,0.0
000616,0.0,0,0.0
000051,0.0,0,0.0
000400,0.0,0,0.0
000455,0.0,0,0.0
000809,0.0,0,0.0
001013,0.0,0,0.0
000110,0.0,0,0.0
000634,0.0,0,0.0
000838,0.0,0,0.0
001184,0.0,0,0.0
001077,0.0,0,0.0
000694,0.0,0,0.0
000412,0.0,0,0.0
000836,0.0,0,0.0
000344,0.0,0,0.0
001240,0.0,0,0.0
000259,0.0,0,0.0
000439,0.0,0,0.0
000766,0.0,0,0.0
001202,0.0,0,0.0
000093,0.0,0,0.0
000507,0.0,0,0.0
000303,0.0,0,0.0
000262,0.0,0,0.0
000092,0.0,0,0.0
000890,0.0,0,0.0
000789,0.0,0,0.0
000784,0.0,0,0.0
000272,0.0,0,0.0
000186,0.0,0,0.0
000500,0.0,0,0.0
000734,0.0,0,0.0
000887,0.0,0,0.0
000476,0.0,0,0.0
000960,0.0,0,0.0
000202,0.0,0,0.0
001034,0.0,0,0.0
001214,0.0,0,0.0
000516,0.0,0,0.0
000808,0.0,0,0.0
000346,0.0,0,0.0
000680,0.0,0,0.0
001289,0.0,0,0.0
001042,0.0,0,0.0
000802,0.0,0,0.0
001139,0.0,0,0.0
000640,0.0,0,0.0
000803,0.0,0,0.0
000329,0.0,0,0.0
001123,0.0,0,0.0
000761,0.0,0,0.0
001028,0.0,0,0.0
000650,0.0,0,0.0
000133,0.0,0,0.0
000592,0.0,0,0.0
000148,0.0,0,0.0
000866,0.0,0,0.0
000230,0.0,0,0.0
001012,0.0,0,0.0
000055,0.0,0,0.0
000252,0.0,0,0.0
000421,0.0,0,0.0
000425,0.0,0,0.0
000596,0.0,0,0.0
000296,0.0,0,0.0
001325,0.0,0,0.0
000255,0.0,0,0.0
001092,0.0,0,0.0
000362,0.0,0,0.0
000450,0.0,0,0.0
001183,0.0,0,0.0
000046,0.0,0,0.0
000648,0.0,0,0.0
000370,0.0,0,0.0
001128,0.0,0,0.0
001175,0.0,0,0.0
000730,0.0,0,0.0
001154,0.0,0,0.0
000963,0.0,0,0.0
001098,0.0,0,0.0
000654,0.0,0,0.0
001112,0.0,0,0.0
000319,0.0,0,0.0
000398,0.0,0,0.0
001298,0.0,0,0.0
001057,0.0,0,0.0
001125,0.0,0,0.0
000012,0.0,0,0.0
000756,0.0,0,0.0
000141,0.0,0,0.0
000931,0.0,0,0.0
000581,0.0,0,0.0
000463,0.0,0,0.0
001259,0.0,0,0.0
000985,0.0,0,0.0
000076,0.0,0,0.0
000632,0.0,0,0.0
000162,0.0,0,0.0
000954,0.0,0,0.0
000779,0.0,0,0.0
000233,0.0,0,0.0
000614,0.0,0,0.0
001126,0.0,0,0.0
001288,0.0,0,0.0
001283,0.0,0,0.0
000790,0.0,0,0.0
000023,0.0,0,0.0
000380,0.0,0,0.0
000661,0.0,0,0.0
000923,0.0,0,0.0
000225,0.0,0,0.0
000156,0.0,0,0.0
000390,0.0,0,0.0
000597,0.0,0,0.0
000468,0.0,0,0.0
000606,0.0,0,0.0
000307,0.0,0,0.0
000630,0.0,0,0.0
001223,0.0,0,0.0
000038,0.0,0,0.0
000224,0.0,0,0.0
000673,0.0,0,0.0
001193,0.0,0,0.0
000016,0.0,0,0.0
000015,0.0,0,0.0
001110,0.0,0,0.0
001204,0.0,0,0.0
000683,0.0,0,0.0
000353,0.0,0,0.0
