image_id,component_id,component_type,area,bbox_y0,bbox_x0,bbox_y1,bbox_x1,centroid_y,centroid_x,max_prob,mean_prob,sum_prob,prob_contrast,image_contrast,ring_mean_prob,ring_mean_intensity,component_mean_intensity,compactness,aspect_ratio,distance_to_nearest_target,is_target_like_area,is_target_like_area_loose,is_nonflat,is_detached_far_fp,is_boundary_excess,is_detached_near_fp,target_leakage_pixels
000037,1,target_hit_or_overlap,9,121,121,123,123,122.0,122.0,0.9999939203262329,0.9997227787971497,8.997505187988281,0.9999938607215881,7.101074624932044,3.9509480131982855e-08,-1.3268429040908813,-0.364332914352417,1.0,1.0,0.0,1,1,1,0,0,0,9
001150,1,target_hit_or_overlap,9,87,88,89,90,88.0,89.0,0.9999951124191284,0.999409019947052,8.994681358337402,0.999994158744812,15.3261939338506,9.390027457811811e-07,0.35949474573135376,1.270903468132019,1.0,1.0,0.0,1,1,1,0,0,0,9
001124,1,target_hit_or_overlap,9,96,199,98,201,97.0,200.0,0.9999943971633911,0.9998548030853271,8.998693466186523,0.9999943375587463,16.61577087465346,6.48785416501596e-08,-1.3333619832992554,-0.421532541513443,1.0,1.0,0.0,1,1,1,0,0,0,9
001185,1,target_hit_or_overlap,9,123,167,125,169,124.0,168.0,0.9999858140945435,0.9997599720954895,8.99783992767334,0.9999856948852539,44.00727540049751,1.462137788621476e-07,-1.2568154335021973,-0.323956698179245,1.0,1.0,0.0,1,1,1,0,0,0,9
001185,2,target_hit_or_overlap,9,165,193,167,195,166.0,194.0,0.9999923706054688,0.9998761415481567,8.998885154724121,0.9999921917915344,51.21904848261767,1.7780462258087937e-07,-1.1798481941223145,-0.2600277066230774,1.0,1.0,0.0,1,1,1,0,0,0,9
000718,1,target_hit_or_overlap,28,19,45,25,49,21.714285714285715,47.214285714285715,0.9999327659606934,0.9680175185203552,27.104490280151367,0.9999322295188904,3.238048537929906,5.215777036937652e-07,-2.15213680267334,0.1647636741399765,0.8,1.4,0.0,1,1,1,0,0,0,25
000718,2,target_hit_or_overlap,30,242,160,249,164,245.96666666666667,162.26666666666668,0.9999943971633911,0.9928866624832153,29.78660011291504,0.9999943375587463,7.518706859244783,5.601038211011655e-08,0.0393955260515213,2.5272765159606934,0.75,1.6,0.0,1,1,1,0,0,0,25
000968,1,target_hit_or_overlap,49,96,70,100,85,98.46938775510205,77.53061224489795,0.9999394416809082,0.9892995953559875,48.47568130493164,0.9999371767044067,17.594969411749318,2.285385335198953e-06,-0.7454394102096558,0.696709930896759,0.6125,3.2,0.0,1,1,1,0,0,0,47
001216,1,target_hit_or_overlap,9,163,129,165,131,164.0,130.0,0.9999921321868896,0.9997990727424622,8.998191833496094,0.9999920129776001,10.382454890591587,1.0740609468484763e-07,-1.8271293640136719,-0.9733406901359558,1.0,1.0,0.0,1,1,1,0,0,0,9
000494,1,target_hit_or_overlap,55,26,90,32,103,29.10909090909091,96.12727272727273,0.9999868869781494,0.9735434055328369,53.54488754272461,0.9999868273735046,5.272315987386417,5.048907070204223e-08,1.261361837387085,2.3754987716674805,0.5612244897959183,2.0,0.0,1,1,1,0,0,0,55
000494,2,target_hit_or_overlap,79,156,40,165,53,160.65822784810126,46.848101265822784,0.9999998807907104,0.9953629970550537,78.63367462158203,0.9999993443489075,2.7731618775837297,5.532629074878059e-07,1.2903019189834595,2.634580373764038,0.5642857142857143,1.4,0.0,1,1,1,0,0,0,69
001015,1,target_hit_or_overlap,68,170,172,176,191,173.76470588235293,182.5441176470588,0.9999165534973145,0.9865450263023376,67.0850601196289,0.9999125003814697,4.512137597416122,4.059783805132611e-06,2.878328800201416,3.97363543510437,0.4857142857142857,2.857142857142857,0.0,1,1,1,0,0,0,65
001186,1,target_hit_or_overlap,9,85,21,87,23,86.0,22.0,0.9999961853027344,0.9992282390594482,8.993054389953613,0.9999938011169434,39.172213229317755,2.369479943808983e-06,-1.2195935249328613,-0.3037686049938202,1.0,1.0,0.0,1,1,1,0,0,0,9
001186,2,target_hit_or_overlap,9,150,228,152,230,151.0,229.0,0.9999960660934448,0.9994925260543823,8.99543285369873,0.9999959468841553,58.9798584977305,1.0100929159762018e-07,-1.2359963655471802,-0.330686092376709,1.0,1.0,0.0,1,1,1,0,0,0,9
000197,1,target_hit_or_overlap,30,125,125,131,129,128.1,127.03333333333333,0.9997547268867493,0.9798269271850586,29.394807815551758,0.9997299909591675,4.116228659808599,2.475898691045586e-05,-1.3253709077835083,-0.691716730594635,0.8571428571428571,1.4,0.0,1,1,1,0,0,0,26
000197,2,target_hit_or_overlap,29,197,249,202,254,199.75862068965517,251.44827586206895,0.9999122619628906,0.9578181505203247,27.77672576904297,0.9999109506607056,24.12053316138715,1.2954189969605068e-06,-1.7369216680526733,0.09976142644882202,0.8055555555555556,1.0,0.0,1,1,1,0,0,0,23
000811,1,target_hit_or_overlap,13,126,125,129,128,127.76923076923077,126.76923076923077,0.9999480247497559,0.9877781271934509,12.841115951538086,0.9999452233314514,14.251335054671914,2.798110244839336e-06,-2.805159091949463,-1.8251235485076904,0.8125,1.0,0.0,1,1,1,0,0,0,13
000811,2,target_hit_or_overlap,16,135,138,142,140,138.5,139.375,0.9999632835388184,0.9971057772636414,15.953692436218262,0.9999623894691467,17.215838725318733,8.769038117861783e-07,-2.856046199798584,-1.7978986501693726,0.6666666666666666,2.6666666666666665,0.0,1,1,1,0,0,0,15
000601,1,target_hit_or_overlap,58,14,242,20,255,17.017241379310345,248.6551724137931,1.0,0.9959785342216492,57.766754150390625,1.0,361.556727568924,1.0823485163680147e-10,-3.2600557804107666,2.1250112056732178,0.5918367346938775,2.0,0.0,1,1,1,0,0,0,58
001040,1,target_hit_or_overlap,62,125,37,132,55,129.0,45.935483870967744,0.9999188184738159,0.9924558401107788,61.53226089477539,0.9999186396598816,19.906835814619317,1.8770714405036415e-07,-2.097684860229492,-0.5124332904815674,0.40789473684210525,2.375,0.0,1,1,1,0,0,0,62
000735,1,target_hit_or_overlap,29,185,128,190,133,187.27586206896552,130.41379310344828,0.999782383441925,0.9659172296524048,28.011600494384766,0.999782383441925,7.445386624991173,1.2730365206437e-08,-1.6996393203735352,-0.1686011254787445,0.8055555555555556,1.0,0.0,1,1,1,0,0,0,25
001029,1,target_hit_or_overlap,77,121,120,133,138,128.92207792207793,129.0,0.9999545812606812,0.9787545204162598,75.36409759521484,0.9999545812606812,12.978840365134369,2.8331443857609884e-08,0.41529276967048645,1.8852425813674927,0.3117408906882591,1.4615384615384615,0.0,1,1,1,0,0,0,76
000623,1,target_hit_or_overlap,17,176,20,181,22,178.35294117647058,20.941176470588236,0.9999845027923584,0.9865893125534058,16.772018432617188,0.9999845027923584,7.066381775268319,4.80428974380942e-10,-0.3776113986968994,1.407668113708496,0.9444444444444444,2.0,0.0,1,1,1,0,0,0,15
000436,1,target_hit_or_overlap,57,68,45,74,58,71.03508771929825,51.43859649122807,0.9999995231628418,0.9960604310035706,56.77544403076172,0.9999995231628418,7.897793552520998,4.7880974740621696e-09,0.17227913439273834,1.30207097530365,0.5816326530612245,2.0,0.0,1,1,1,0,0,0,57
001242,1,target_hit_or_overlap,9,27,199,29,201,28.0,200.0,0.9999868869781494,0.9995719194412231,8.996147155761719,0.9999862313270569,23.085145329678863,6.673735697404481e-07,-0.5437126755714417,0.362438827753067,1.0,1.0,0.0,1,1,1,0,0,0,9
001242,2,target_hit_or_overlap,9,55,171,57,173,56.0,172.0,0.9999793767929077,0.9990184307098389,8.991166114807129,0.9999791383743286,3.1997074354101405,2.403874361789349e-07,-1.344297170639038,-0.4518147110939026,1.0,1.0,0.0,1,1,1,0,0,0,9
001242,3,target_hit_or_overlap,9,232,32,234,34,233.0,33.0,0.9999940395355225,0.9964522123336792,8.968070030212402,0.9999927282333374,8.182572899710904,1.3228469697423861e-06,-0.6770381927490234,0.211028054356575,1.0,1.0,0.0,1,1,1,0,0,0,9
001242,4,target_hit_or_overlap,9,242,171,244,173,243.0,172.0,0.999990701675415,0.998399019241333,8.985590934753418,0.9999871253967285,63.436695569771324,3.553655005816836e-06,-0.6107960343360901,0.3119685649871826,1.0,1.0,0.0,1,1,1,0,0,0,9
000813,1,target_hit_or_overlap,17,1,19,4,24,2.764705882352941,21.41176470588235,0.9999593496322632,0.9675145745277405,16.4477481842041,0.9999593496322632,15.264797472726157,1.0098473168795863e-09,-2.4193782806396484,-0.45023131370544434,0.7083333333333334,1.5,0.0,1,1,1,0,0,0,13
000813,2,target_hit_or_overlap,20,120,131,125,134,122.5,132.5,0.9999059438705444,0.9613810777664185,19.22762107849121,0.9999058246612549,22.948277752748023,1.1429547441821342e-07,-2.826803684234619,-1.2766672372817993,0.8333333333333334,1.5,0.0,1,1,1,0,0,0,16
000493,1,target_hit_or_overlap,59,125,126,131,140,128.10169491525423,133.0,0.9999996423721313,0.9764231443405151,57.60896682739258,0.9999986886978149,2.0644049587383853,9.430568752577528e-07,0.4188220500946045,1.489094853401184,0.5619047619047619,2.142857142857143,0.0,1,1,1,0,0,0,57
000493,2,target_hit_or_overlap,63,138,26,146,41,141.77777777777777,33.36507936507937,1.0,0.9927037954330444,62.540340423583984,1.0,1.8949364542296079,2.9797584844004632e-08,0.7969799041748047,1.7169644832611084,0.4375,1.7777777777777777,0.0,1,1,1,0,0,0,63
001053,1,target_hit_or_overlap,43,115,203,118,221,116.65116279069767,212.2325581395349,0.9999616146087646,0.9930683374404907,42.70193862915039,0.9999504685401917,4.113266546548029,1.1116997484350577e-05,-0.04766944795846939,1.4628469944000244,0.5657894736842105,4.75,0.0,1,1,1,0,0,0,43
000410,1,target_hit_or_overlap,13,28,185,32,188,30.23076923076923,186.76923076923077,0.9999991655349731,0.988671064376831,12.852724075317383,0.9999991059303284,5.033318425865656,4.729134772674115e-08,-0.5935520529747009,0.7721538543701172,0.65,1.25,0.0,1,1,1,0,0,0,13
000410,2,target_hit_or_overlap,11,245,50,247,54,246.0,52.0,1.0,0.9985612630844116,10.984173774719238,1.0,20.651637909530972,9.550826275683821e-12,-0.8735357522964478,1.8089470863342285,0.7333333333333333,1.6666666666666667,0.0,1,1,1,0,0,0,11
000936,1,target_hit_or_overlap,39,120,120,123,139,121.7948717948718,129.07692307692307,0.9999321699142456,0.9540057182312012,37.20622253417969,0.999932050704956,15.31144118651268,9.894336017168825e-08,-2.1184277534484863,-1.030799388885498,0.4875,5.0,0.0,1,1,1,0,0,0,34
000473,1,target_hit_or_overlap,57,185,6,191,20,187.56140350877192,13.368421052631579,0.9999996423721313,0.9859985113143921,56.2019157409668,0.9999995827674866,2.4443129203629153,3.4135769766407975e-08,2.540863037109375,3.813896417617798,0.5428571428571428,2.142857142857143,0.0,1,1,1,0,0,0,52
000478,1,target_hit_or_overlap,72,110,4,119,18,114.65277777777777,11.027777777777779,0.9999994039535522,0.9779568910598755,70.41289520263672,0.9999993443489075,2.2007623775549567,6.425715781688268e-08,0.8419875502586365,1.879911184310913,0.48,1.5,0.0,1,1,1,0,0,0,69
000478,2,target_hit_or_overlap,71,125,125,131,140,127.26760563380282,132.69014084507043,0.9999990463256836,0.9753036499023438,69.2465591430664,0.9999904036521912,2.3764362377807826,8.630519005237147e-06,0.9071847200393677,2.045776128768921,0.6339285714285714,2.2857142857142856,0.0,1,1,1,0,0,0,65
000458,1,target_hit_or_overlap,70,157,53,166,66,161.64285714285714,59.74285714285714,0.9999998807907104,0.9916560649871826,69.41592407226562,0.9999998807907104,6.7234726402306055,1.9641689164018317e-08,0.05307227745652199,1.0972377061843872,0.5,1.4,0.0,1,1,1,0,0,0,69
000709,1,target_hit_or_overlap,26,1,203,6,208,3.3461538461538463,205.19230769230768,0.9999828338623047,0.9528946280479431,24.77526092529297,0.9999828338623047,5.662203330727739,4.222111105178783e-09,0.4819750487804413,3.324007749557495,0.7222222222222222,1.0,0.0,1,1,1,0,0,0,23
000709,2,target_hit_or_overlap,24,178,160,184,163,181.04166666666666,161.625,0.9999861717224121,0.9867450594902039,23.681880950927734,0.9999860525131226,2.160113707292536,1.0223389068642064e-07,1.2271078824996948,2.7463176250457764,0.8571428571428571,1.75,0.0,1,1,1,0,0,0,24
001307,1,target_hit_or_overlap,18,12,20,17,26,14.38888888888889,22.72222222222222,0.9999942779541016,0.9727082848548889,17.50874900817871,0.9999942779541016,3.2612402091273323,6.252058593059218e-11,2.188368797302246,3.5269241333007812,0.42857142857142855,1.1666666666666667,0.0,1,1,1,0,0,0,17
000781,1,target_hit_or_overlap,20,93,67,99,70,95.85,68.05,0.9991698265075684,0.9476432800292969,18.952865600585938,0.9989562630653381,5.1470999215849735,0.00021355049102567136,-1.9357317686080933,-1.5143818855285645,0.7142857142857143,1.75,0.0,1,1,1,0,0,0,14
000781,2,target_hit_or_overlap,13,155,100,157,104,155.84615384615384,102.0,0.9999889135360718,0.9927279353141785,12.905463218688965,0.9999887347221375,13.128618031999158,1.9980620891146827e-07,-2.48057222366333,-1.170562982559204,0.8666666666666667,1.6666666666666667,0.0,1,1,1,0,0,0,9
001023,1,target_hit_or_overlap,46,77,205,81,224,79.3913043478261,214.5,0.9999381303787231,0.9903799891471863,45.55747985839844,0.9999380707740784,8.676690299950103,7.69436923064859e-08,1.384987711906433,2.7055022716522217,0.46,4.0,0.0,1,1,1,0,0,0,46
001004,1,target_hit_or_overlap,75,153,92,160,111,156.66666666666666,101.48,0.9999220371246338,0.9787633419036865,73.4072494506836,0.9999207258224487,3.060454187686191,1.306214471696876e-06,3.0151960849761963,3.965880870819092,0.46875,2.5,0.0,1,1,1,0,0,0,72
000359,1,target_hit_or_overlap,5,61,172,63,174,62.0,173.0,1.0,0.9999085664749146,4.999542713165283,1.0,7.886676908894693,1.3383780195219686e-11,1.058928370475769,2.803853750228882,0.5555555555555556,1.0,0.0,1,1,1,0,0,0,5
000287,1,target_hit_or_overlap,77,81,140,92,153,86.41558441558442,146.23376623376623,1.0,0.9665651917457581,74.42552185058594,1.0,0.6817421151404776,1.8670773371809446e-08,-1.9601982831954956,-1.139040470123291,0.4583333333333333,1.1666666666666667,0.0,1,1,1,0,0,0,70
000482,1,target_hit_or_overlap,82,130,222,141,236,135.40243902439025,228.96341463414635,0.9999998807907104,0.9715905785560608,79.67042541503906,0.999997079372406,1.9712440563853917,2.77335811915691e-06,1.5673515796661377,2.4423882961273193,0.45555555555555555,1.25,0.0,0,1,1,0,0,0,77
000941,1,target_hit_or_overlap,60,236,91,240,110,238.31666666666666,101.9,0.9999648332595825,0.9802690148353577,58.816139221191406,0.999964714050293,5.953160107242665,1.174133927861476e-07,0.43479639291763306,1.9514106512069702,0.6,4.0,0.0,1,1,1,0,0,0,59
000067,1,target_hit_or_overlap,9,36,94,38,96,37.0,95.0,0.9999942779541016,0.999395489692688,8.994559288024902,0.9999940991401672,15.088063145559406,1.818663548647237e-07,-1.4761507511138916,-0.5493905544281006,1.0,1.0,0.0,1,1,1,0,0,0,9
000284,1,target_hit_or_overlap,72,108,214,119,228,113.23611111111111,220.90277777777777,0.9999997615814209,0.9864991307258606,71.02793884277344,0.9999997615814209,3.10232190366203,3.0585540766736585e-09,0.4379824995994568,1.3768911361694336,0.4,1.25,0.0,1,1,1,0,0,0,70
000447,1,target_hit_or_overlap,72,126,126,137,139,131.625,132.70833333333334,0.9999998807907104,0.9898034334182739,71.2658462524414,0.9999997019767761,3.2408165623131744,1.4957340965793264e-07,0.5059769153594971,1.4820374250411987,0.42857142857142855,1.1666666666666667,0.0,1,1,1,0,0,0,70
000894,1,target_hit_or_overlap,64,134,160,139,179,136.234375,169.921875,0.9999192953109741,0.9773871898651123,62.55278015136719,0.9999189376831055,4.049945886512932,3.3360720408381894e-07,-2.473342180252075,-1.042737364768982,0.5333333333333333,3.3333333333333335,0.0,1,1,1,0,0,0,59
000163,1,target_hit_or_overlap,22,21,183,26,186,23.5,184.36363636363637,0.999748170375824,0.9583287835121155,21.083232879638672,0.999748170375824,21.029652305608007,7.475474461671183e-09,-1.1895025968551636,0.14067555963993073,0.9166666666666666,1.5,0.0,1,1,1,0,0,0,19
000163,2,target_hit_or_overlap,24,65,174,71,177,68.20833333333333,175.29166666666666,0.9999316930770874,0.9756436347961426,23.415447235107422,0.9999315738677979,21.5419960613996,1.329403431782339e-07,-1.1961230039596558,0.30734214186668396,0.8571428571428571,1.75,0.0,1,1,1,0,0,0,20
000059,1,target_hit_or_overlap,9,44,146,46,148,45.0,147.0,0.9999896287918091,0.9996638894081116,8.99697494506836,0.9999889135360718,22.628703797916174,7.332590712394449e-07,-2.3185834884643555,-1.4040201902389526,1.0,1.0,0.0,1,1,1,0,0,0,9
000059,2,target_hit_or_overlap,9,80,208,82,210,81.0,209.0,0.9999914169311523,0.999701738357544,8.997315406799316,0.9999913573265076,24.02473569155886,8.181272903584613e-08,-1.985059142112732,-1.050728440284729,1.0,1.0,0.0,1,1,1,0,0,0,9
000059,3,target_hit_or_overlap,9,139,121,141,123,140.0,122.0,0.9999877214431763,0.9997787475585938,8.998008728027344,0.9999867677688599,12.799405908177738,9.571469945512945e-07,-1.7205109596252441,-0.788283109664917,1.0,1.0,0.0,1,1,1,0,0,0,9
000059,4,target_hit_or_overlap,9,198,73,200,75,199.0,74.0,0.9999920129776001,0.9991523027420044,8.99237060546875,0.9999918937683105,10.599413408010141,1.0304308517561367e-07,-1.3625925779342651,-0.438355952501297,1.0,1.0,0.0,1,1,1,0,0,0,9
001222,1,target_hit_or_overlap,9,91,117,93,119,92.0,118.0,0.9999923706054688,0.9989722371101379,8.990750312805176,0.9999909996986389,32.88674826687311,1.3573612704931293e-06,-2.06160569190979,-1.1583982706069946,1.0,1.0,0.0,1,1,1,0,0,0,9
000945,1,target_hit_or_overlap,38,187,135,191,152,189.42105263157896,142.81578947368422,0.9998825788497925,0.9946132302284241,37.79530334472656,0.9998759031295776,3.5177371834091553,6.6667262217379175e-06,0.7825196385383606,2.433136224746704,0.4222222222222222,3.6,0.0,1,1,1,0,0,0,38
000446,1,target_hit_or_overlap,58,211,108,217,121,214.01724137931035,114.65517241379311,0.9999997615814209,0.9985828399658203,57.91780471801758,0.9999997019767761,7.113244492741058,3.817029892161372e-08,0.6196531057357788,1.6076037883758545,0.5918367346938775,2.0,0.0,1,1,1,0,0,0,58
000193,1,target_hit_or_overlap,31,62,108,68,112,65.16129032258064,110.0,0.9999065399169922,0.9517476558685303,29.50417709350586,0.9999065399169922,3.5963909185892433,1.6157986948428515e-08,1.9913139343261719,3.0242295265197754,0.8857142857142857,1.4,0.0,1,1,1,0,0,0,27
000193,2,target_hit_or_overlap,27,148,100,153,104,150.77777777777777,102.03703703703704,0.9996834993362427,0.9423736929893494,25.444089889526367,0.9996834993362427,3.2236910974593993,1.7217930192714448e-08,2.7960197925567627,3.7630128860473633,0.9,1.2,0.0,1,1,1,0,0,0,24
000746,1,target_hit_or_overlap,29,26,40,30,46,27.862068965517242,43.241379310344826,0.9997968077659607,0.9318196773529053,27.022769927978516,0.9997653365135193,10.462408113789886,3.145374284940772e-05,-0.096735380589962,3.03713059425354,0.8285714285714286,1.4,0.0,1,1,1,0,0,0,24
000746,2,target_hit_or_overlap,38,104,188,118,192,111.52631578947368,189.8421052631579,0.9999933242797852,0.9696539640426636,36.84685134887695,0.9999933242797852,2.36845365195921,1.579216224456559e-08,1.9760152101516724,3.448385238647461,0.5066666666666667,3.0,0.0,1,1,1,0,0,0,33
000733,1,target_hit_or_overlap,32,116,126,123,131,119.625,128.96875,0.9999387264251709,0.9846978187561035,31.510330200195312,0.9999387264251709,20.937077252444237,1.7318276590572168e-08,1.8010190725326538,3.6756012439727783,0.6666666666666666,1.3333333333333333,0.0,1,1,1,0,0,0,27
000733,2,target_hit_or_overlap,29,134,198,138,204,135.82758620689654,201.3793103448276,0.9998267292976379,0.9806158542633057,28.4378604888916,0.9998251795768738,23.735443175368083,1.568325501466461e-06,1.9160817861557007,3.632331609725952,0.8285714285714286,1.4,0.0,1,1,1,0,0,0,24
000621,1,target_hit_or_overlap,11,178,92,181,94,179.63636363636363,92.9090909090909,0.9999246597290039,0.9886826872825623,10.875509262084961,0.9996778964996338,1.0289311683340037,0.0002467758022248745,0.4096108376979828,1.8640056848526,0.9166666666666666,1.3333333333333333,0.0,1,1,1,0,0,0,10
000621,2,target_hit_or_overlap,15,197,39,201,41,199.0,40.0,0.9999959468841553,0.999002993106842,14.985044479370117,0.9999952912330627,5.192554088658224,6.521771069856186e-07,0.7863049507141113,2.0750629901885986,1.0,1.6666666666666667,0.0,1,1,1,0,0,0,12
001131,1,target_hit_or_overlap,9,81,226,83,228,82.0,227.0,0.9999963045120239,0.9984316229820251,8.985884666442871,0.9999955892562866,9.678283333089228,7.019028203103517e-07,0.15782397985458374,1.186786413192749,1.0,1.0,0.0,1,1,1,0,0,0,9
001131,2,target_hit_or_overlap,9,150,130,152,132,151.0,131.0,0.9999887943267822,0.9955733418464661,8.960160255432129,0.9999886751174927,8.831721447809151,9.376289966667173e-08,0.4728425443172455,1.4593257904052734,1.0,1.0,0.0,1,1,1,0,0,0,9
001131,3,target_hit_or_overlap,9,154,197,156,199,155.0,198.0,0.9999700784683228,0.9920474290847778,8.928426742553711,0.9999697208404541,6.066918612771107,3.5535674669517903e-07,0.8069977760314941,1.8529938459396362,1.0,1.0,0.0,1,1,1,0,0,0,9
001131,4,target_hit_or_overlap,9,173,84,175,86,174.0,85.0,0.9999960660934448,0.9990342259407043,8.991308212280273,0.9999960660934448,8.401382056035033,3.1635656316808536e-09,0.42783987522125244,1.358385443687439,1.0,1.0,0.0,1,1,1,0,0,0,9
000085,1,target_hit_or_overlap,9,70,190,72,192,71.0,191.0,0.9999951124191284,0.9991077780723572,8.99197006225586,0.9999862313270569,10.622268114105236,8.861283276928589e-06,-1.1766937971115112,-0.3004039227962494,1.0,1.0,0.0,1,1,1,0,0,0,9
000064,1,target_hit_or_overlap,9,2,54,4,56,3.0,55.0,0.9999765157699585,0.9990469813346863,8.991422653198242,0.9999762177467346,19.865227520728013,2.873398443625774e-07,-3.0974178314208984,-2.1913564205169678,1.0,1.0,0.0,1,1,1,0,0,0,9
000312,1,target_hit_or_overlap,70,226,209,235,222,230.6,215.25714285714287,1.0,0.9837646484375,68.863525390625,1.0,13.53753061383767,2.2777622010750065e-09,0.4548293948173523,1.949464201927185,0.5,1.4,0.0,1,1,1,0,0,0,69
000213,1,target_hit_or_overlap,30,99,7,106,11,102.5,9.2,0.9999157190322876,0.9703920483589172,29.11176109313965,0.9999157190322876,8.28095574974137,1.1898579899138895e-09,0.8866901993751526,3.418581247329712,0.75,1.6,0.0,1,1,1,0,0,0,27
000213,2,target_hit_or_overlap,32,191,110,197,115,193.5625,112.78125,0.9999004602432251,0.9727109670639038,31.126750946044922,0.9999004602432251,28.27478343156211,5.384034107436264e-09,-0.6451326012611389,1.6523746252059937,0.7619047619047619,1.1666666666666667,0.0,1,1,1,0,0,0,27
001297,1,target_hit_or_overlap,82,224,123,235,137,229.35365853658536,130.0609756097561,1.0,0.983667254447937,80.66071319580078,1.0,62.555308287100175,1.7019032017007163e-11,-1.576363205909729,1.902109980583191,0.45555555555555555,1.25,0.0,0,1,1,0,0,0,76
001039,1,target_hit_or_overlap,36,202,80,206,99,204.58333333333334,91.11111111111111,0.9998782873153687,0.98736572265625,35.545166015625,0.9998781681060791,14.360904907873293,1.0514705195419083e-07,-0.8283069133758545,0.2715923488140106,0.36,4.0,0.0,1,1,1,0,0,0,35
000066,1,target_hit_or_overlap,9,4,58,6,60,5.0,59.0,0.9999969005584717,0.9912757873535156,8.92148208618164,0.9999969005584717,11.155141546573574,2.838719836972814e-08,-1.3865033388137817,-0.4518147110939026,1.0,1.0,0.0,1,1,1,0,0,0,9
000002,1,target_hit_or_overlap,9,242,208,244,210,243.0,209.0,0.9999977350234985,0.9993577599525452,8.994219779968262,0.9999976754188538,17.37953710969519,4.375060669303821e-08,2.472306251525879,3.39401912689209,1.0,1.0,0.0,1,1,1,0,0,0,9
000843,1,target_hit_or_overlap,21,59,149,64,152,61.61904761904762,150.33333333333334,0.9996466636657715,0.9862034320831299,20.71027183532715,0.9996464252471924,18.507908925079498,2.3238325752572564e-07,-1.9541270732879639,-0.870958149433136,0.875,1.5,0.0,1,1,1,0,0,0,18
000843,2,target_hit_or_overlap,21,224,145,227,150,225.42857142857142,147.38095238095238,0.9999539852142334,0.9915655255317688,20.8228759765625,0.9999321103096008,19.90411155244518,2.1845969968126155e-05,-1.2464537620544434,0.1975693255662918,0.875,1.5,0.0,1,1,1,0,0,0,16
